Iout_real,SOC,Uout_real,K_0 (const),Uout_real – K_0,U_out_mean (const),Uout_real – U_out_mean (x),U_out_variance (const),standard deviation (const),normal distribution,,,,,,,for R_k,
0,11.9501194444444,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501194444444,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501222222222,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501222222222,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501222222222,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501222222222,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501249999999,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501277777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501277777777,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501305555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501305555555,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501333333333,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501333333333,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501305555555,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501305555555,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501305555555,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501333333333,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.950136111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501388888888,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501388888888,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501388888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501388888888,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950136111111,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501333333333,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.950136111111,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950136111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501333333333,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501333333333,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501277777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501277777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501249999999,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501222222222,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501194444444,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501194444444,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501166666666,49.29,42.759,6.531,6.420024,0.110975999999999,1.483424,1.21795894840508,0.000000,,,,,,,,
0,11.9501166666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501138888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501138888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950111111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950111111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501083333333,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501083333333,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501083333333,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501055555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9501027777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9501027777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500999999999,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9501027777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500999999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500972222221,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500972222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500944444444,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500916666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500888888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950086111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950086111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500833333333,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500805555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500805555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500777777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500749999999,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500749999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500722222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500722222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500722222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500694444444,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500694444444,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500694444444,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500666666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500638888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950061111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950061111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950061111111,49.34,42.759,6.581,6.420024,0.160976000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500583333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500583333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500583333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500555555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500527777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500499999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500472222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500444444444,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500444444444,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500416666666,49.31,42.759,6.551,6.420024,0.130976000000002,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500416666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500416666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500388888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500388888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9500416666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500388888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500388888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500333333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500333333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.950036111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500333333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500305555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9500333333332,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500333333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.950036111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9500388888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500388888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950036111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500333333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500305555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500277777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500249999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500249999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500249999999,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500222222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500222222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500222222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500194444443,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500194444443,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500166666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500166666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500166666666,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500138888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9500138888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950011111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.950011111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9500138888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.950011111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500083333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500055555555,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9500027777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499999999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499972222221,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499944444443,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499916666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.949986111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499833333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499833333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.949986111111,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499888888888,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499916666666,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499916666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499916666666,49.38,42.759,6.621,6.420024,0.200976000000002,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499888888888,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.949986111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499833333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499833333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499833333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.949986111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499888888888,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499888888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499916666666,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.03,11.9499833333332,49.31,42.759,6.551,6.420024,0.130976000000002,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499805555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499805555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499777777777,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499777777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499805555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.9499833333332,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0.01,11.949986111111,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.949986111111,49.36,42.759,6.601,6.420024,0.180975999999999,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.949986111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.949986111111,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.949986111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499833333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499833333332,49.33,42.759,6.571,6.420024,0.150975999999998,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499833333332,49.36,42.759,6.601,6.420024,0.180975999999999,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499805555555,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499777777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499749999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499749999999,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499749999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499722222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499694444443,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499666666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499666666666,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499638888888,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.949961111111,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499583333332,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499555555554,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499527777777,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499499999999,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499499999999,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499499999999,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499499999999,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499472222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499472222221,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499444444443,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499416666666,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499388888888,49.36,42.759,6.601,6.420024,0.180975999999999,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.03,11.9499305555554,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,11.9499305555554,49.35,42.759,6.591,6.420024,0.170976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,11.9499277777777,49.36,42.759,6.601,6.420024,0.180975999999999,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.03,11.9499194444443,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.03,11.949911111111,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
