Iout_real,SOC,Uout_real,K_0 (const),Uout_real – K_0,U_out_mean (const),Uout_real – U_out_mean (x),U_out_variance (const),standard deviation (const),normal distribution,,,,,,,for R_k,
-6.03,13.5928277777778,48.11,42.759,5.351,6.420024,1.069024,1.483424,1.21795894840508,0.000021,,,,,,,,
-6.03,13.5911527777778,48.09,42.759,5.331,6.420024,1.089024,1.483424,1.21795894840508,0.000023,,,,,,,,
-6.05,13.5894722222223,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.05,13.5877916666667,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.04,13.5861138888889,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.04,13.5844361111112,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.03,13.5827611111112,48.11,42.759,5.351,6.420024,1.069024,1.483424,1.21795894840508,0.000021,,,,,,,,
-6.04,13.5810833333334,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.05,13.5794027777778,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5777222222223,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.03,13.5760472222223,48.09,42.759,5.331,6.420024,1.089024,1.483424,1.21795894840508,0.000023,,,,,,,,
-6.05,13.5743666666667,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5726861111112,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.05,13.5710055555556,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.04,13.5693277777778,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.05,13.5676472222223,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5659694444445,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5642888888889,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5626111111112,48.07,42.759,5.311,6.420024,1.109024,1.483424,1.21795894840508,0.000024,,,,,,,,
-6.05,13.5609305555556,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.05,13.5592500000001,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5575694444445,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5558888888889,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5542111111112,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5525333333334,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.03,13.5508583333334,48.08,42.759,5.321,6.420024,1.099024,1.483424,1.21795894840508,0.000023,,,,,,,,
-6.04,13.5491805555556,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5475000000001,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.05,13.5458194444445,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5441416666667,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5424638888889,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5407861111112,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5391083333334,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5374305555556,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5357527777778,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5340750000001,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5323972222223,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5307194444445,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5290416666667,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.527363888889,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5256861111112,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.04,13.5240083333334,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5223305555556,48.04,42.759,5.281,6.420024,1.139024,1.483424,1.21795894840508,0.000027,,,,,,,,
-6.05,13.5206500000001,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.05,13.5189694444445,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5172916666667,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.515613888889,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.05,13.5139333333334,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.05,13.5122527777778,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5105750000001,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.03,13.5089000000001,48.05,42.759,5.291,6.420024,1.129024,1.483424,1.21795894840508,0.000026,,,,,,,,
-6.04,13.5072222222223,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.5055444444445,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.05,13.503863888889,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5021861111112,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.04,13.5005083333334,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4988305555556,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4971527777778,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.04,13.4954750000001,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4937972222223,48.02,42.759,5.261,6.420024,1.159024,1.483424,1.21795894840508,0.000029,,,,,,,,
-6.05,13.4921166666667,48,42.759,5.241,6.420024,1.179024,1.483424,1.21795894840508,0.000031,,,,,,,,
-6.04,13.490438888889,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4887611111112,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4870833333334,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4854055555556,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4837277777779,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.05,13.4820472222223,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.05,13.4803666666667,47.97,42.759,5.211,6.420024,1.209024,1.483424,1.21795894840508,0.000035,,,,,,,,
-6.04,13.478688888889,48.01,42.759,5.251,6.420024,1.169024,1.483424,1.21795894840508,0.000030,,,,,,,,
-6.04,13.4770111111112,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.05,13.4753305555556,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.05,13.4736500000001,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.04,13.4719722222223,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.05,13.4702916666667,47.98,42.759,5.221,6.420024,1.199024,1.483424,1.21795894840508,0.000034,,,,,,,,
-6.04,13.468613888889,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.04,13.4669361111112,47.99,42.759,5.231,6.420024,1.189024,1.483424,1.21795894840508,0.000032,,,,,,,,
-6.04,13.4652583333334,48.8,42.759,6.041,6.420024,0.379024000000003,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652583333334,49.11,42.759,6.351,6.420024,0.0690240000000006,1.483424,1.21795894840508,0.000000,,,,,,,,
0,13.4652583333334,49.24,42.759,6.481,6.420024,0.0609760000000019,1.483424,1.21795894840508,0.000000,,,,,,,,
0.01,13.4652611111112,49.32,42.759,6.561,6.420024,0.140976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652611111112,49.37,42.759,6.611,6.420024,0.190975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652611111112,49.43,42.759,6.671,6.420024,0.250976,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652611111112,49.46,42.759,6.701,6.420024,0.280976000000001,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652611111112,49.49,42.759,6.731,6.420024,0.310976000000002,1.483424,1.21795894840508,0.000001,,,,,,,,
-0.01,13.4652583333334,49.54,42.759,6.781,6.420024,0.360975999999999,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652583333334,49.55,42.759,6.791,6.420024,0.370975999999997,1.483424,1.21795894840508,0.000001,,,,,,,,
0,13.4652583333334,49.57,42.759,6.811,6.420024,0.390976,1.483424,1.21795894840508,0.000002,,,,,,,,
-0.01,13.4652555555556,49.6,42.759,6.841,6.420024,0.420976000000001,1.483424,1.21795894840508,0.000002,,,,,,,,
0,13.4652555555556,49.61,42.759,6.851,6.420024,0.430975999999999,1.483424,1.21795894840508,0.000002,,,,,,,,
-0.01,13.4652527777779,49.63,42.759,6.871,6.420024,0.450976000000003,1.483424,1.21795894840508,0.000002,,,,,,,,
0,13.4652527777779,49.64,42.759,6.881,6.420024,0.460976000000001,1.483424,1.21795894840508,0.000002,,,,,,,,
0,13.4652527777779,49.66,42.759,6.901,6.420024,0.480975999999997,1.483424,1.21795894840508,0.000002,,,,,,,,
0,13.4652527777779,49.67,42.759,6.911,6.420024,0.490976000000002,1.483424,1.21795894840508,0.000002,,,,,,,,
-0.01,13.4652500000001,49.69,42.759,6.931,6.420024,0.510975999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.7,42.759,6.941,6.420024,0.520976000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.7,42.759,6.941,6.420024,0.520976000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.7,42.759,6.941,6.420024,0.520976000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.72,42.759,6.961,6.420024,0.540975999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.72,42.759,6.961,6.420024,0.540975999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.73,42.759,6.971,6.420024,0.550975999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652500000001,49.73,42.759,6.971,6.420024,0.550975999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,13.4652527777779,49.77,42.759,7.011,6.420024,0.590976000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,13.4652500000001,49.75,42.759,6.991,6.420024,0.570976,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,13.4652527777779,49.79,42.759,7.031,6.420024,0.610975999999999,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652527777779,49.76,42.759,7.001,6.420024,0.580975999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,13.4652527777779,49.78,42.759,7.021,6.420024,0.600976000000001,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652527777779,49.78,42.759,7.021,6.420024,0.600976000000001,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652527777779,49.78,42.759,7.021,6.420024,0.600976000000001,1.483424,1.21795894840508,0.000004,,,,,,,,
-0.01,13.4652500000001,49.79,42.759,7.031,6.420024,0.610975999999999,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.79,42.759,7.031,6.420024,0.610975999999999,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.81,42.759,7.051,6.420024,0.630976000000002,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.81,42.759,7.051,6.420024,0.630976000000002,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.82,42.759,7.061,6.420024,0.640976,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.82,42.759,7.061,6.420024,0.640976,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.82,42.759,7.061,6.420024,0.640976,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.82,42.759,7.061,6.420024,0.640976,1.483424,1.21795894840508,0.000004,,,,,,,,
0,13.4652500000001,49.82,42.759,7.061,6.420024,0.640976,1.483424,1.21795894840508,0.000004,,,,,,,,
0.01,13.4652527777779,49.86,42.759,7.101,6.420024,0.680975999999999,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652527777779,49.84,42.759,7.081,6.420024,0.660976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652527777779,49.84,42.759,7.081,6.420024,0.660976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652527777779,49.84,42.759,7.081,6.420024,0.660976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652527777779,49.85,42.759,7.091,6.420024,0.670976000000001,1.483424,1.21795894840508,0.000005,,,,,,,,
-0.01,13.4652500000001,49.85,42.759,7.091,6.420024,0.670976000000001,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652500000001,49.85,42.759,7.091,6.420024,0.670976000000001,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652500000001,49.85,42.759,7.091,6.420024,0.670976000000001,1.483424,1.21795894840508,0.000005,,,,,,,,
-0.01,13.4652472222223,49.85,42.759,7.091,6.420024,0.670976000000001,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652472222223,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652472222223,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
-0.01,13.4652444444445,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.87,42.759,7.111,6.420024,0.690975999999997,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.88,42.759,7.121,6.420024,0.700976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.4652444444445,49.88,42.759,7.121,6.420024,0.700976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
-0.01,13.4652416666667,49.86,42.759,7.101,6.420024,0.680975999999999,1.483424,1.21795894840508,0.000005,,,,,,,,
-0.01,13.465238888889,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.465238888889,49.88,42.759,7.121,6.420024,0.700976000000003,1.483424,1.21795894840508,0.000005,,,,,,,,
0,13.465238888889,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.465238888889,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.465238888889,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
-0.01,13.4652361111112,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652361111112,49.91,42.759,7.151,6.420024,0.730975999999997,1.483424,1.21795894840508,0.000006,,,,,,,,
0.01,13.465238888889,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
-0.03,13.4652305555556,49.9,42.759,7.141,6.420024,0.720975999999999,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652305555556,49.91,42.759,7.151,6.420024,0.730975999999997,1.483424,1.21795894840508,0.000006,,,,,,,,
-0.01,13.4652277777778,49.89,42.759,7.131,6.420024,0.710976000000001,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652277777778,49.91,42.759,7.151,6.420024,0.730975999999997,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652277777778,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0.01,13.4652305555556,49.93,42.759,7.171,6.420024,0.750976,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652305555556,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
-0.01,13.4652277777778,49.9,42.759,7.141,6.420024,0.720975999999999,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652277777778,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652277777778,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0.03,13.4652361111112,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652361111112,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
-0.01,13.4652333333334,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652333333334,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652333333334,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652333333334,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652333333334,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652333333334,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
0.01,13.4652361111112,49.96,42.759,7.201,6.420024,0.780976000000001,1.483424,1.21795894840508,0.000007,,,,,,,,
-0.01,13.4652333333334,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652333333334,49.96,42.759,7.201,6.420024,0.780976000000001,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652333333334,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
-0.01,13.4652305555556,49.92,42.759,7.161,6.420024,0.740976000000002,1.483424,1.21795894840508,0.000006,,,,,,,,
0,13.4652305555556,49.94,42.759,7.181,6.420024,0.760975999999998,1.483424,1.21795894840508,0.000007,,,,,,,,
0.01,13.4652333333334,49.96,42.759,7.201,6.420024,0.780976000000001,1.483424,1.21795894840508,0.000007,,,,,,,,
0.01,13.4652361111112,49.96,42.759,7.201,6.420024,0.780976000000001,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652361111112,49.95,42.759,7.191,6.420024,0.770976000000003,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652361111112,49.95,42.759,7.191,6.420024,0.770976000000003,1.483424,1.21795894840508,0.000007,,,,,,,,
0.01,13.465238888889,49.96,42.759,7.201,6.420024,0.780976000000001,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.465238888889,49.95,42.759,7.191,6.420024,0.770976000000003,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.465238888889,49.95,42.759,7.191,6.420024,0.770976000000003,1.483424,1.21795894840508,0.000007,,,,,,,,
0.03,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.95,42.759,7.191,6.420024,0.770976000000003,1.483424,1.21795894840508,0.000007,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0.01,13.4652500000001,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652500000001,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652500000001,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652500000001,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652500000001,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
-0.01,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
-0.01,13.4652444444445,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,49.98,42.759,7.221,6.420024,0.800975999999997,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652444444445,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0.01,13.4652472222223,50.02,42.759,7.261,6.420024,0.840976000000003,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
-0.01,13.4652444444445,49.97,42.759,7.211,6.420024,0.790975999999999,1.483424,1.21795894840508,0.000008,,,,,,,,
0.01,13.4652472222223,50.04,42.759,7.281,6.420024,0.860975999999999,1.483424,1.21795894840508,0.000010,,,,,,,,
0,13.4652472222223,50,42.759,7.241,6.420024,0.820976,1.483424,1.21795894840508,0.000008,,,,,,,,
-0.01,13.4652444444445,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652444444445,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0.01,13.4652472222223,50.04,42.759,7.281,6.420024,0.860975999999999,1.483424,1.21795894840508,0.000010,,,,,,,,
0,13.4652472222223,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652472222223,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652472222223,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652472222223,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
0,13.4652472222223,50.01,42.759,7.251,6.420024,0.830975999999998,1.483424,1.21795894840508,0.000009,,,,,,,,
