Ibat,SOC,Ubat,,,,
-0.03,4.42560555555575,22.35,,,,
-0.03,4.42559722222241,22.35,,,,
-0.03,4.42558888888908,22.35,,,,
-0.03,4.42558055555575,22.35,,,,
-0.03,4.42557222222241,22.35,,,,
-0.01,4.42556944444464,22.37,,,,
0,4.42556944444464,22.36,,,,
-0.01,4.42556666666686,22.35,,,,
-0.01,4.42556388888908,22.37,,,,
-0.03,4.42555555555575,22.35,,,,
-0.03,4.42554722222241,22.35,,,,
0,4.42554722222241,22.36,,,,
-0.03,4.42553888888908,22.35,,,,
-0.03,4.42553055555575,22.35,,,,
-0.03,4.42552222222241,22.35,,,,
-0.03,4.42551388888908,22.35,,,,
-0.01,4.4255111111113,22.35,,,,
0,4.4255111111113,22.38,,,,
-0.03,4.42550277777797,22.35,,,,
-0.03,4.42549444444463,22.37,,,,
-0.01,4.42549166666686,22.36,,,,
-0.01,4.42548888888908,22.36,,,,
-0.03,4.42548055555575,22.35,,,,
-0.03,4.42547222222241,22.35,,,,
-0.03,4.42546388888908,22.35,,,,
-0.01,4.4254611111113,22.37,,,,
-0.01,4.42545833333352,22.37,,,,
-0.03,4.42545000000019,22.35,,,,
-0.03,4.42544166666686,22.35,,,,
-0.03,4.42543333333352,22.35,,,,
-0.01,4.42543055555574,22.35,,,,
-0.01,4.42542777777797,22.37,,,,
-0.01,4.42542500000019,22.37,,,,
-0.03,4.42541666666686,22.37,,,,
-0.03,4.42540833333352,22.37,,,,
-0.01,4.42540555555574,22.35,,,,
-0.03,4.42539722222241,22.35,,,,
-0.01,4.42539444444463,22.35,,,,
-0.03,4.4253861111113,22.35,,,,
-0.03,4.42537777777797,22.35,,,,
-0.01,4.42537500000019,22.35,,,,
-0.01,4.42537222222241,22.35,,,,
-0.01,4.42536944444463,22.37,,,,
-0.01,4.42536666666686,22.37,,,,
-0.01,4.42536388888908,22.37,,,,
-0.01,4.4253611111113,22.37,,,,
-0.01,4.42535833333352,22.35,,,,
-0.03,4.42535000000019,22.34,,,,
-0.01,4.42534722222241,22.35,,,,
-0.01,4.42534444444463,22.35,,,,
-0.01,4.42534166666686,22.35,,,,
-0.01,4.42533888888908,22.37,,,,
-0.01,4.4253361111113,22.35,,,,
-0.01,4.42533333333352,22.35,,,,
0,4.42533333333352,22.36,,,,
-0.01,4.42533055555575,22.35,,,,
-0.01,4.42532777777797,22.35,,,,
-0.01,4.42532500000019,22.37,,,,
0,4.42532500000019,22.36,,,,
-0.01,4.42532222222241,22.37,,,,
-0.01,4.42531944444464,22.35,,,,
-0.01,4.42531666666686,22.37,,,,
-0.01,4.42531388888908,22.35,,,,
-0.01,4.4253111111113,22.35,,,,
0,4.4253111111113,22.36,,,,
0,4.4253111111113,22.38,,,,
-0.01,4.42530833333353,22.37,,,,
-0.01,4.42530555555575,22.37,,,,
0,4.42530555555575,22.36,,,,
0,4.42530555555575,22.36,,,,
-0.03,4.42529722222241,22.34,,,,
0,4.42529722222241,22.36,,,,
-0.01,4.42529444444464,22.35,,,,
-0.01,4.42529166666686,22.37,,,,
0,4.42529166666686,22.36,,,,
0,4.42529166666686,22.36,,,,
0,4.42529166666686,22.38,,,,
-0.01,4.42528888888908,22.35,,,,
0,4.42528888888908,22.38,,,,
0,4.42528888888908,22.36,,,,
0,4.42528888888908,22.36,,,,
-0.01,4.4252861111113,22.35,,,,
0,4.4252861111113,22.36,,,,
-0.01,4.42528333333353,22.37,,,,
0,4.42528333333353,22.38,,,,
-0.01,4.42528055555575,22.37,,,,
0.01,4.42528333333353,22.36,,,,
-0.01,4.42528055555575,22.35,,,,
0,4.42528055555575,22.36,,,,
0,4.42528055555575,22.36,,,,
-0.01,4.42527777777797,22.35,,,,
0,4.42527777777797,22.38,,,,
-0.01,4.42527500000019,22.35,,,,
0,4.42527500000019,22.37,,,,
-0.01,4.42527222222242,22.37,,,,
-0.01,4.42526944444464,22.37,,,,
0,4.42526944444464,22.38,,,,
-0.01,4.42526666666686,22.37,,,,
-0.01,4.42526388888908,22.37,,,,
0,4.42526388888908,22.38,,,,
-0.01,4.42526111111131,22.35,,,,
-0.03,4.42525277777797,22.36,,,,
-0.01,4.4252500000002,22.35,,,,
-0.03,4.42524166666686,22.37,,,,
-0.01,4.42523888888908,22.35,,,,
-0.01,4.42523611111131,22.37,,,,
0,4.42523611111131,22.38,,,,
-0.01,4.42523333333353,22.37,,,,
0,4.42523333333353,22.38,,,,
0,4.42523333333353,22.38,,,,
-0.01,4.42523055555575,22.38,,,,
-0.01,4.42522777777797,22.37,,,,
-0.01,4.4252250000002,22.37,,,,
-0.01,4.42522222222242,22.35,,,,
-0.01,4.42521944444464,22.35,,,,
-0.01,4.42521666666686,22.35,,,,
-0.01,4.42521388888909,22.37,,,,
-0.01,4.42521111111131,22.35,,,,
0,4.42521111111131,22.36,,,,
-0.03,4.42520277777797,22.35,,,,
-0.01,4.4252000000002,22.35,,,,
-0.01,4.42519722222242,22.37,,,,
-0.01,4.42519444444464,22.37,,,,
0,4.42519444444464,22.36,,,,
-0.01,4.42519166666686,22.37,,,,
-0.01,4.42518888888909,22.35,,,,
0,4.42518888888909,22.38,,,,
-0.01,4.42518611111131,22.35,,,,
-0.01,4.42518333333353,22.35,,,,
0,4.42518333333353,22.36,,,,
-0.01,4.42518055555575,22.35,,,,
-0.03,4.42517222222242,22.35,,,,
-0.01,4.42516944444464,22.37,,,,
-0.03,4.42516111111131,22.37,,,,
-0.01,4.42515833333353,22.35,,,,
-0.01,4.42515555555575,22.37,,,,
0,4.42515555555575,22.36,,,,
-0.01,4.42515277777798,22.37,,,,
-0.01,4.4251500000002,22.35,,,,
-0.01,4.42514722222242,22.37,,,,
-0.01,4.42514444444464,22.37,,,,
-0.01,4.42514166666687,22.37,,,,
-0.03,4.42513333333353,22.35,,,,
-0.01,4.42513055555575,22.37,,,,
-0.01,4.42512777777798,22.35,,,,
-0.01,4.4251250000002,22.37,,,,
-0.03,4.42511666666687,22.35,,,,
-0.01,4.42511388888909,22.37,,,,
-0.01,4.42511111111131,22.37,,,,
-0.01,4.42510833333353,22.35,,,,
-0.03,4.4251000000002,22.37,,,,
-0.01,4.42509722222242,22.38,,,,
-0.01,4.42509444444464,22.36,,,,
-0.01,4.42509166666687,22.37,,,,
-0.01,4.42508888888909,22.37,,,,
-0.01,4.42508611111131,22.37,,,,
-0.01,4.42508333333353,22.35,,,,
-0.01,4.42508055555576,22.35,,,,
-0.03,4.42507222222242,22.37,,,,
-0.01,4.42506944444465,22.36,,,,
-0.01,4.42506666666687,22.37,,,,
-0.01,4.42506388888909,22.35,,,,
-0.01,4.42506111111131,22.35,,,,
-0.01,4.42505833333354,22.37,,,,
-0.01,4.42505555555576,22.37,,,,
-0.01,4.42505277777798,22.37,,,,
0,4.42505277777798,22.38,,,,
-0.01,4.4250500000002,22.37,,,,
-0.01,4.42504722222243,22.37,,,,
-0.01,4.42504444444465,22.37,,,,
-0.01,4.42504166666687,22.37,,,,
-0.01,4.42503888888909,22.37,,,,
-0.01,4.42503611111131,22.35,,,,
-0.01,4.42503333333354,22.37,,,,
-0.01,4.42503055555576,22.35,,,,
-0.01,4.42502777777798,22.35,,,,
-0.01,4.4250250000002,22.35,,,,
-0.01,4.42502222222243,22.37,,,,
-0.01,4.42501944444465,22.37,,,,
-0.01,4.42501666666687,22.37,,,,
-0.01,4.42501388888909,22.37,,,,
-0.01,4.42501111111132,22.35,,,,
-0.01,4.42500833333354,22.37,,,,
-0.01,4.42500555555576,22.37,,,,
-0.01,4.42500277777798,22.37,,,,
-0.01,4.42500000000021,22.37,,,,
-0.01,4.42499722222243,22.37,,,,
-0.01,4.42499444444465,22.37,,,,
-0.01,4.42499166666687,22.37,,,,
-0.01,4.4249888888891,22.37,,,,
-0.01,4.42498611111132,22.37,,,,
-0.01,4.42498333333354,22.35,,,,
-0.01,4.42498055555576,22.37,,,,
-0.01,4.42497777777799,22.35,,,,
-0.01,4.42497500000021,22.35,,,,
-0.01,4.42497222222243,22.37,,,,
0,4.42497222222243,22.38,,,,
-0.01,4.42496944444465,22.37,,,,
-0.01,4.42496666666688,22.35,,,,
-0.01,4.4249638888891,22.35,,,,
-0.01,4.42496111111132,22.35,,,,
-0.01,4.42495833333354,22.35,,,,
-0.01,4.42495555555577,22.38,,,,
-0.03,4.42494722222243,22.37,,,,
-0.03,4.4249388888891,22.37,,,,
-0.01,4.42493611111132,22.35,,,,
-0.01,4.42493333333354,22.35,,,,
-0.03,4.42492500000021,22.34,,,,
-0.03,4.42491666666688,22.36,,,,
-0.03,4.42490833333354,22.36,,,,
-0.01,4.42490555555576,22.37,,,,
-0.01,4.42490277777799,22.37,,,,
-0.01,4.42490000000021,22.37,,,,
-0.01,4.42489722222243,22.35,,,,
0,4.42489722222243,22.38,,,,
-0.01,4.42489444444465,22.37,,,,
0,4.42489444444465,22.38,,,,
0,4.42489444444465,22.38,,,,
-0.01,4.42489166666688,22.37,,,,
-0.01,4.4248888888891,22.37,,,,
-0.01,4.42488611111132,22.37,,,,
-0.01,4.42488333333354,22.35,,,,
-0.01,4.42488055555577,22.35,,,,
-0.01,4.42487777777799,22.37,,,,
0,4.42487777777799,22.38,,,,
-0.01,4.42487500000021,22.37,,,,
-0.01,4.42487222222243,22.37,,,,
-0.01,4.42486944444466,22.35,,,,
-0.01,4.42486666666688,22.37,,,,
-0.01,4.4248638888891,22.37,,,,
-0.03,4.42485555555577,22.36,,,,
-0.03,4.42484722222243,22.37,,,,
0,4.42484722222243,22.38,,,,
-0.01,4.42484444444466,22.35,,,,
-0.01,4.42484166666688,22.35,,,,
-0.01,4.4248388888891,22.37,,,,
0,4.4248388888891,22.38,,,,
-0.01,4.42483611111132,22.35,,,,
-0.01,4.42483333333355,22.37,,,,
0,4.42483333333355,22.36,,,,
-0.01,4.42483055555577,22.35,,,,
-0.01,4.42482777777799,22.37,,,,
-0.01,4.42482500000021,22.37,,,,
-0.03,4.42481666666688,22.38,,,,
-0.01,4.4248138888891,22.35,,,,
0,4.4248138888891,22.38,,,,
-0.01,4.42481111111132,22.37,,,,
0,4.42481111111132,22.36,,,,
-0.01,4.42480833333355,22.37,,,,
-0.01,4.42480555555577,22.37,,,,
-0.01,4.42480277777799,22.37,,,,
-0.01,4.42480000000021,22.37,,,,
-0.01,4.42479722222244,22.35,,,,
0,4.42479722222244,22.38,,,,
-0.01,4.42479444444466,22.37,,,,
-0.03,4.42478611111133,22.37,,,,
0,4.42478611111133,22.38,,,,
-0.03,4.42477777777799,22.37,,,,
-0.01,4.42477500000021,22.37,,,,
-0.01,4.42477222222244,22.37,,,,
-0.01,4.42476944444466,22.37,,,,
-0.01,4.42476666666688,22.37,,,,
-0.01,4.4247638888891,22.37,,,,
-0.01,4.42476111111133,22.37,,,,
-0.01,4.42475833333355,22.35,,,,
-0.01,4.42475555555577,22.37,,,,
0,4.42475555555577,22.38,,,,
0,4.42475555555577,22.38,,,,
-0.01,4.42475277777799,22.37,,,,
-0.01,4.42475000000022,22.35,,,,
-0.01,4.42474722222244,22.37,,,,
-0.01,4.42474444444466,22.37,,,,
-0.01,4.42474166666688,22.35,,,,
-0.01,4.42473888888911,22.37,,,,
0,4.42473888888911,22.38,,,,
-0.01,4.42473611111133,22.37,,,,
-0.01,4.42473333333355,22.37,,,,
-0.01,4.42473055555577,22.37,,,,
-0.01,4.424727777778,22.37,,,,
-0.01,4.42472500000022,22.37,,,,
0,4.42472500000022,22.38,,,,
-0.03,4.42471666666688,22.37,,,,
-0.03,4.42470833333355,22.37,,,,
-0.03,4.42470000000022,22.37,,,,
-0.01,4.42469722222244,22.37,,,,
-0.03,4.42468888888911,22.37,,,,
-0.01,4.42468611111133,22.37,,,,
-0.01,4.42468333333355,22.37,,,,
-0.03,4.42467500000022,22.37,,,,
-0.01,4.42467222222244,22.37,,,,
-0.01,4.42466944444466,22.37,,,,
0,4.42466944444466,22.38,,,,
-0.01,4.42466666666688,22.37,,,,
-0.01,4.42466388888911,22.35,,,,
-0.01,4.42466111111133,22.37,,,,
-0.01,4.42465833333355,22.35,,,,
-0.01,4.42465555555577,22.35,,,,
-0.01,4.424652777778,22.37,,,,
-0.03,4.42464444444466,22.37,,,,
-0.01,4.42464166666689,22.37,,,,
-0.01,4.42463888888911,22.37,,,,
0,4.42463888888911,22.36,,,,
-0.01,4.42463611111133,22.37,,,,
-0.03,4.424627777778,22.37,,,,
-0.01,4.42462500000022,22.37,,,,
-0.01,4.42462222222244,22.37,,,,
-0.01,4.42461944444466,22.37,,,,
0,4.42461944444466,22.38,,,,
-0.01,4.42461666666689,22.38,,,,
-0.03,4.42460833333355,22.37,,,,
-0.01,4.42460555555577,22.37,,,,
-0.01,4.424602777778,22.37,,,,
-0.01,4.42460000000022,22.37,,,,
0,4.42460000000022,22.38,,,,
-0.01,4.42459722222244,22.37,,,,
-0.01,4.42459444444466,22.37,,,,
-0.01,4.42459166666689,22.37,,,,
-0.01,4.42458888888911,22.37,,,,
-0.01,4.42458611111133,22.37,,,,
0,4.42458611111133,22.38,,,,
0,4.42458611111133,22.38,,,,
-0.01,4.42458333333355,22.37,,,,
-0.01,4.42458055555578,22.37,,,,
-0.01,4.424577777778,22.37,,,,
-0.01,4.42457500000022,22.37,,,,
-0.01,4.42457222222244,22.37,,,,
-0.01,4.42456944444467,22.37,,,,
-0.01,4.42456666666689,22.37,,,,
-0.01,4.42456388888911,22.37,,,,
-0.01,4.42456111111133,22.37,,,,
-0.01,4.42455833333356,22.37,,,,
-0.03,4.42455000000022,22.37,,,,
-0.01,4.42454722222244,22.37,,,,
-0.01,4.42454444444467,22.37,,,,
-0.03,4.42453611111133,22.37,,,,
0,4.42453611111133,22.38,,,,
-0.03,4.424527777778,22.37,,,,
-0.01,4.42452500000022,22.37,,,,
-0.01,4.42452222222244,22.37,,,,
-0.01,4.42451944444467,22.37,,,,
-0.01,4.42451666666689,22.37,,,,
-0.01,4.42451388888911,22.37,,,,
-0.01,4.42451111111133,22.37,,,,
-0.03,4.424502777778,22.38,,,,
-0.01,4.42450000000022,22.37,,,,
-0.01,4.42449722222245,22.37,,,,
-0.01,4.42449444444467,22.37,,,,
-0.03,4.42448611111133,22.37,,,,
0,4.42448611111133,22.38,,,,
-0.01,4.42448333333356,22.37,,,,
-0.01,4.42448055555578,22.37,,,,
-0.01,4.424477777778,22.37,,,,
-0.01,4.42447500000022,22.35,,,,
0,4.42447500000022,22.38,,,,
-0.01,4.42447222222245,22.37,,,,
-0.01,4.42446944444467,22.37,,,,
-0.01,4.42446666666689,22.37,,,,
-0.01,4.42446388888911,22.35,,,,
-0.01,4.42446111111134,22.37,,,,
-0.01,4.42445833333356,22.37,,,,
-0.01,4.42445555555578,22.35,,,,
-0.01,4.424452777778,22.37,,,,
-0.01,4.42445000000023,22.37,,,,
-0.01,4.42444722222245,22.37,,,,
-0.01,4.42444444444467,22.37,,,,
0,4.42444444444467,22.38,,,,
-0.01,4.42444166666689,22.37,,,,
-0.01,4.42443888888912,22.37,,,,
-0.01,4.42443611111134,22.37,,,,
-0.01,4.42443333333356,22.37,,,,
-0.01,4.42443055555578,22.37,,,,
-0.01,4.42442777777801,22.37,,,,
-0.01,4.42442500000023,22.37,,,,
-0.01,4.42442222222245,22.37,,,,
-0.01,4.42441944444467,22.37,,,,
-0.01,4.4244166666669,22.35,,,,
-0.01,4.42441388888912,22.37,,,,
-0.01,4.42441111111134,22.37,,,,
0,4.42441111111134,22.38,,,,
-0.01,4.42440833333356,22.37,,,,
-0.01,4.42440555555579,22.37,,,,
-0.03,4.42439722222245,22.37,,,,
-0.01,4.42439444444467,22.38,,,,
-0.01,4.4243916666669,22.37,,,,
-0.03,4.42438333333356,22.37,,,,
-0.01,4.42438055555579,22.37,,,,
-0.01,4.42437777777801,22.37,,,,
-0.03,4.42436944444467,22.37,,,,
-0.03,4.42436111111134,22.37,,,,
-0.03,4.42435277777801,22.37,,,,
0,4.42435277777801,22.38,,,,
-0.01,4.42435000000023,22.37,,,,
-0.03,4.4243416666669,22.37,,,,
-0.01,4.42433888888912,22.37,,,,
-0.01,4.42433611111134,22.37,,,,
-0.01,4.42433333333356,22.37,,,,
-0.03,4.42432500000023,22.37,,,,
-0.01,4.42432222222245,22.37,,,,
-0.03,4.42431388888912,22.38,,,,
-0.01,4.42431111111134,22.37,,,,
-0.01,4.42430833333356,22.37,,,,
-0.01,4.42430555555579,22.37,,,,
-0.01,4.42430277777801,22.37,,,,
-0.01,4.42430000000023,22.35,,,,
-0.03,4.4242916666669,22.37,,,,
-0.03,4.42428333333356,22.37,,,,
-0.03,4.42427500000023,22.37,,,,
-0.01,4.42427222222245,22.37,,,,
-0.03,4.42426388888912,22.37,,,,
-0.01,4.42426111111134,22.37,,,,
-0.03,4.42425277777801,22.37,,,,
-0.03,4.42424444444467,22.37,,,,
-0.03,4.42423611111134,22.37,,,,
-0.03,4.42422777777801,22.37,,,,
0,4.42422777777801,22.38,,,,
-0.01,4.42422500000023,22.37,,,,
-0.03,4.42421666666689,22.37,,,,
-0.01,4.42421388888912,22.37,,,,
-0.01,4.42421111111134,22.38,,,,
-0.01,4.42420833333356,22.37,,,,
-0.03,4.42420000000023,22.37,,,,
-0.03,4.4241916666669,22.37,,,,
-0.03,4.42418333333356,22.37,,,,
-0.01,4.42418055555578,22.38,,,,
-0.03,4.42417222222245,22.37,,,,
-0.01,4.42416944444467,22.37,,,,
-0.03,4.42416111111134,22.37,,,,
-0.01,4.42415833333356,22.38,,,,
-0.03,4.42415000000023,22.37,,,,
0,4.42415000000023,22.38,,,,
-0.01,4.42414722222245,22.37,,,,
-0.03,4.42413888888912,22.37,,,,
0,4.42413888888912,22.38,,,,
-0.03,4.42413055555578,22.37,,,,
-0.01,4.42412777777801,22.37,,,,
-0.01,4.42412500000023,22.38,,,,
-0.03,4.42411666666689,22.37,,,,
-0.03,4.42410833333356,22.37,,,,
-0.01,4.42410555555578,22.37,,,,
-0.03,4.42409722222245,22.37,,,,
-0.03,4.42408888888912,22.37,,,,
-0.01,4.42408611111134,22.38,,,,
-0.01,4.42408333333356,22.37,,,,
-0.03,4.42407500000023,22.37,,,,
-0.03,4.42406666666689,22.37,,,,
-0.03,4.42405833333356,22.37,,,,
-0.03,4.42405000000023,22.35,,,,
-0.03,4.42404166666689,22.38,,,,
-0.03,4.42403333333356,22.37,,,,
-0.03,4.42402500000023,22.37,,,,
-0.03,4.42401666666689,22.37,,,,
-0.03,4.42400833333356,22.37,,,,
-0.03,4.42400000000022,22.37,,,,
-0.03,4.42399166666689,22.38,,,,
-0.03,4.42398333333356,22.37,,,,
-0.01,4.42398055555578,22.38,,,,
-0.03,4.42397222222245,22.37,,,,
-0.03,4.42396388888911,22.37,,,,
-0.01,4.42396111111134,22.37,,,,
-0.03,4.423952777778,22.37,,,,
-0.03,4.42394444444467,22.37,,,,
-0.01,4.42394166666689,22.37,,,,
-0.01,4.42393888888911,22.37,,,,
-0.01,4.42393611111134,22.37,,,,
-0.03,4.423927777778,22.37,,,,
-0.01,4.42392500000022,22.38,,,,
-0.01,4.42392222222245,22.38,,,,
-0.03,4.42391388888911,22.37,,,,
-0.01,4.42391111111134,22.38,,,,
-0.03,4.423902777778,22.37,,,,
-0.03,4.42389444444467,22.37,,,,
-0.03,4.42388611111133,22.37,,,,
-0.03,4.423877777778,22.38,,,,
-0.03,4.42386944444467,22.37,,,,
-0.03,4.42386111111133,22.37,,,,
-0.01,4.42385833333356,22.37,,,,
-0.03,4.42385000000022,22.37,,,,
-0.03,4.42384166666689,22.37,,,,
-0.03,4.42383333333356,22.37,,,,
-0.03,4.42382500000022,22.37,,,,
-0.03,4.42381666666689,22.37,,,,
-0.03,4.42380833333355,22.37,,,,
-0.03,4.42380000000022,22.37,,,,
-0.03,4.42379166666689,22.37,,,,
-0.01,4.42378888888911,22.38,,,,
-0.03,4.42378055555578,22.37,,,,
-0.03,4.42377222222244,22.37,,,,
-0.03,4.42376388888911,22.37,,,,
-0.03,4.42375555555578,22.37,,,,
-0.03,4.42374722222244,22.37,,,,
-0.03,4.42373888888911,22.37,,,,
-0.03,4.42373055555577,22.37,,,,
-0.03,4.42372222222244,22.37,,,,
-0.03,4.42371388888911,22.37,,,,
-0.03,4.42370555555577,22.37,,,,
-0.01,4.423702777778,22.38,,,,
-0.01,4.42370000000022,22.37,,,,
-0.01,4.42369722222244,22.39,,,,
-0.03,4.42368888888911,22.37,,,,
-0.03,4.42368055555577,22.37,,,,
-0.01,4.423677777778,22.38,,,,
-0.01,4.42367500000022,22.37,,,,
-0.01,4.42367222222244,22.37,,,,
-0.01,4.42366944444466,22.38,,,,
-0.03,4.42366111111133,22.37,,,,
0,4.42366111111133,22.38,,,,
-0.03,4.423652777778,22.36,,,,
-0.01,4.42365000000022,22.37,,,,
-0.03,4.42364166666688,22.37,,,,
-0.03,4.42363333333355,22.37,,,,
-0.03,4.42362500000022,22.37,,,,
0,4.42362500000022,22.38,,,,
-0.03,4.42361666666688,22.35,,,,
-0.01,4.42361388888911,22.37,,,,
-0.03,4.42360555555577,22.37,,,,
-0.03,4.42359722222244,22.37,,,,
-0.03,4.42358888888911,22.37,,,,
-0.01,4.42358611111133,22.37,,,,
-0.03,4.42357777777799,22.37,,,,
-0.03,4.42356944444466,22.37,,,,
-0.01,4.42356666666688,22.38,,,,
-0.03,4.42355833333355,22.37,,,,
-3.19,4.42267222222244,21.7,,,,
-3.19,4.42178611111133,21.69,,,,
-3.19,4.42090000000022,21.65,,,,
-3.18,4.42001666666688,21.65,,,,
-3.21,4.41912500000022,21.62,,,,
-3.21,4.41823333333355,21.61,,,,
-3.21,4.41734166666688,21.59,,,,
-3.21,4.41645000000022,21.59,,,,
-3.21,4.41555833333355,21.58,,,,
-3.22,4.4146638888891,21.57,,,,
-3.19,4.41377777777799,21.56,,,,
-3.21,4.41288611111133,21.55,,,,
-3.18,4.41200277777799,21.58,,,,
-3.19,4.41111666666688,21.55,,,,
-3.21,4.41022500000022,21.53,,,,
-3.21,4.40933333333355,21.53,,,,
-3.21,4.40844166666688,21.53,,,,
-3.19,4.40755555555577,21.53,,,,
-3.19,4.40666944444466,21.53,,,,
-3.19,4.40578333333355,21.52,,,,
-3.19,4.40489722222244,21.52,,,,
-3.21,4.40400555555577,21.51,,,,
-3.21,4.4031138888891,21.51,,,,
-3.21,4.40222222222244,21.51,,,,
-3.21,4.40133055555577,21.49,,,,
-3.21,4.4004388888891,21.49,,,,
-3.21,4.39954722222244,21.49,,,,
-3.21,4.39865555555577,21.49,,,,
-3.21,4.3977638888891,21.49,,,,
-3.21,4.39687222222243,21.49,,,,
-0.03,4.3968638888891,22.14,,,,
-0.03,4.39685555555577,22.17,,,,
-0.01,4.39685277777799,22.19,,,,
-0.01,4.39685000000021,22.2,,,,
-0.01,4.39684722222243,22.22,,,,
-0.03,4.3968388888891,22.22,,,,
-0.03,4.39683055555577,22.23,,,,
0,4.39683055555577,22.24,,,,
-0.03,4.39682222222243,22.25,,,,
-0.04,4.39681111111132,22.24,,,,
-0.03,4.39680277777799,22.25,,,,
-0.03,4.39679444444466,22.26,,,,
-0.03,4.39678611111132,22.25,,,,
-0.03,4.39677777777799,22.26,,,,
-0.03,4.39676944444465,22.26,,,,
-0.01,4.39676666666688,22.26,,,,
-0.01,4.3967638888891,22.26,,,,
-0.01,4.39676111111132,22.27,,,,
-0.01,4.39675833333354,22.28,,,,
-0.01,4.39675555555577,22.28,,,,
-0.03,4.39674722222243,22.28,,,,
-0.01,4.39674444444466,22.29,,,,
-0.01,4.39674166666688,22.28,,,,
-0.01,4.3967388888891,22.28,,,,
0,4.3967388888891,22.29,,,,
-0.03,4.39673055555577,22.29,,,,
-0.01,4.39672777777799,22.29,,,,
0,4.39672777777799,22.3,,,,
-0.03,4.39671944444466,22.27,,,,
-0.01,4.39671666666688,22.29,,,,
0,4.39671666666688,22.3,,,,
-0.01,4.3967138888891,22.29,,,,
-0.01,4.39671111111132,22.29,,,,
-0.01,4.39670833333355,22.29,,,,
-0.01,4.39670555555577,22.29,,,,
0,4.39670555555577,22.3,,,,
-0.01,4.39670277777799,22.31,,,,
-0.01,4.39670000000021,22.29,,,,
-0.01,4.39669722222244,22.31,,,,
-0.01,4.39669444444466,22.31,,,,
0,4.39669444444466,22.3,,,,
-0.01,4.39669166666688,22.31,,,,
-0.01,4.3966888888891,22.31,,,,
-0.03,4.39668055555577,22.28,,,,
-0.01,4.39667777777799,22.31,,,,
0,4.39667777777799,22.32,,,,
-0.01,4.39667500000021,22.32,,,,
-0.01,4.39667222222244,22.31,,,,
-0.01,4.39666944444466,22.31,,,,
-0.01,4.39666666666688,22.31,,,,
0,4.39666666666688,22.32,,,,
-0.01,4.3966638888891,22.31,,,,
-0.01,4.39666111111133,22.31,,,,
-0.01,4.39665833333355,22.31,,,,
0,4.39665833333355,22.32,,,,
-0.01,4.39665555555577,22.31,,,,
-0.01,4.39665277777799,22.31,,,,
-0.01,4.39665000000022,22.31,,,,
0,4.39665000000022,22.32,,,,
0,4.39665000000022,22.32,,,,
-0.01,4.39664722222244,22.32,,,,
-0.01,4.39664444444466,22.32,,,,
6.62,4.39848333333355,23.32,,,,
4.8,4.39981666666688,23.33,,,,
4.82,4.40115555555577,23.39,,,,
4.8,4.4024888888891,23.41,,,,
4.8,4.40382222222244,23.44,,,,
4.82,4.40516111111133,23.46,,,,
4.8,4.40649444444466,23.47,,,,
4.8,4.40782777777799,23.5,,,,
4.8,4.40916111111133,23.51,,,,
4.8,4.41049444444466,23.51,,,,
4.8,4.41182777777799,23.54,,,,
4.8,4.41316111111133,23.57,,,,
4.82,4.41450000000022,23.57,,,,
4.82,4.4158388888891,23.58,,,,
4.78,4.41716666666688,23.57,,,,
4.78,4.41849444444466,23.58,,,,
4.8,4.41982777777799,23.6,,,,
4.8,4.42116111111133,23.61,,,,
4.78,4.42248888888911,23.61,,,,
4.82,4.42382777777799,23.63,,,,
4.8,4.42516111111133,23.64,,,,
4.78,4.42648888888911,23.63,,,,
4.8,4.42782222222244,23.64,,,,
4.8,4.42915555555577,23.66,,,,
4.78,4.43048333333355,23.66,,,,
4.8,4.43181666666688,23.66,,,,
4.78,4.43314444444466,23.66,,,,
4.8,4.43447777777799,23.67,,,,
-0.03,4.43446944444466,22.66,,,,
-0.03,4.43446111111133,22.63,,,,
-0.03,4.43445277777799,22.6,,,,
0,4.43445277777799,22.59,,,,
-0.01,4.43445000000022,22.56,,,,
0,4.43445000000022,22.56,,,,
0,4.43445000000022,22.54,,,,
0,4.43445000000022,22.54,,,,
-0.01,4.43444722222244,22.52,,,,
-0.03,4.43443888888911,22.5,,,,
-0.03,4.43443055555577,22.5,,,,
-0.03,4.43442222222244,22.49,,,,
-0.01,4.43441944444466,22.47,,,,
-0.01,4.43441666666688,22.5,,,,
-0.01,4.43441388888911,22.47,,,,
-0.03,4.43440555555577,22.47,,,,
-0.01,4.43440277777799,22.48,,,,
-0.01,4.43440000000022,22.47,,,,
-0.03,4.43439166666688,22.47,,,,
-0.03,4.43438333333355,22.47,,,,
-0.01,4.43438055555577,22.46,,,,
-0.03,4.43437222222244,22.46,,,,
-0.01,4.43436944444466,22.46,,,,
-0.01,4.43436666666688,22.44,,,,
-0.01,4.43436388888911,22.46,,,,
-0.01,4.43436111111133,22.44,,,,
-0.01,4.43435833333355,22.46,,,,
0,4.43435833333355,22.44,,,,
-0.01,4.43435555555577,22.44,,,,
-0.03,4.43434722222244,22.43,,,,
-0.01,4.43434444444466,22.44,,,,
-0.01,4.43434166666688,22.43,,,,
0,4.43434166666688,22.44,,,,
-0.01,4.43433888888911,22.43,,,,
-0.01,4.43433611111133,22.43,,,,
0,4.43433611111133,22.44,,,,
-0.01,4.43433333333355,22.44,,,,
