N,Time_N,Iout,Ibat,I3,Uout,Ubat,U3,Tcase,Error,State,Message,Flag,Manual,Trim,Relay,Input,Ndigits_AB,Tdigits_AB,N_KAN,Reg_1000_n,Uout_n,Iout_n,Mode_n,Uset_n,Iset_n,Uab_n,Uac_n,Ubc_n,T_n,Work_KAN,F_CAP_SUM_KIP,T_KKM1_HAWK,T_KKM2_HAWK,T_CASE_HAWK,T_AIR_HAWK,RELAY_STATE
94,2023-06-04T13:24:15.633Z,0,0,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.15,0,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
95,2023-06-04T13:24:16.634Z,0,-0.01,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
96,2023-06-04T13:24:17.633Z,0,0,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.15,0,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
97,2023-06-04T13:24:18.634Z,0,0,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,14,112,60,1,nan,0 - respond,0,0.15,0,Off,29,167,243,0,0,23,1,0,21,22,23,21.3,1
98,2023-06-04T13:24:19.632Z,0,-0.01,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,21,21,23,21.3,1
99,2023-06-04T13:24:20.632Z,0,0,0,0,22.69,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.15,0,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
100,2023-06-04T13:24:21.631Z,0,0,0,0,22.66,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
101,2023-06-04T13:24:22.633Z,0,0,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.3,1
102,2023-06-04T13:24:23.634Z,0,-0.01,0,0,22.68,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.15,0,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
103,2023-06-04T13:24:24.631Z,0,-0.01,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
104,2023-06-04T13:24:25.634Z,0,0,0,0,22.66,-0.01,2289.9,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,14,112,60,4,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
105,2023-06-04T13:24:26.634Z,0,0,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
106,2023-06-04T13:24:27.632Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
107,2023-06-04T13:24:28.634Z,0,-0.01,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,22.9,21.4,1
108,2023-06-04T13:24:29.632Z,0,-0.01,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
109,2023-06-04T13:24:30.635Z,0,0,0,0,22.69,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
110,2023-06-04T13:24:31.631Z,0,0,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,21,21,23,21.4,1
111,2023-06-04T13:24:32.633Z,0,0.01,0,0,22.69,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,23,1,0,22,22,23,21.4,1
112,2023-06-04T13:24:33.633Z,0,-0.01,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,14,112,60,4,nan,0 - respond,0,0.15,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
113,2023-06-04T13:24:34.634Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,21,21,22.9,21.4,1
114,2023-06-04T13:24:35.633Z,0,0,0,0,22.68,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.14,0.01,Off,29,167,244,0,0,22.9,1,0,22,21,22.9,21.4,1
115,2023-06-04T13:24:36.633Z,0,-0.01,0,0,22.69,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,23,1,0,22,21,23,21.4,1
116,2023-06-04T13:24:37.631Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
117,2023-06-04T13:24:38.633Z,0,0,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,23,1,0,22,22,23,21.4,1
118,2023-06-04T13:24:39.631Z,0,0,0,0,22.68,-0.01,2300,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.14,0.01,Off,29,167,244,0,0,23,1,0,22,21,23,21.4,1
119,2023-06-04T13:24:40.637Z,0,0.01,0,0,22.7,-0.01,2300,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,14,112,60,3,nan,0 - respond,0,0.14,0.01,Off,29,167,244,0,0,23,1,0,22,21,23,21.4,1
120,2023-06-04T13:24:41.631Z,0,-0.01,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.14,0,Off,29,167,244,0,0,22.9,1,0,22,21,22.9,21.4,1
121,2023-06-04T13:24:42.633Z,0,0,0,0,22.71,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.14,0,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
122,2023-06-04T13:24:43.633Z,0,0.01,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
123,2023-06-04T13:24:44.637Z,0,-0.01,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,3,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,22,22,22.9,21.4,1
124,2023-06-04T13:24:45.631Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,22,22,22.9,21.4,1
125,2023-06-04T13:24:46.634Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,21,21,22.9,21.4,1
126,2023-06-04T13:24:47.633Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,2,nan,0 - respond,0,0.14,0.01,Off,29,167,243,0,0,22.9,1,0,22,21,22.9,21.4,1
127,2023-06-04T13:24:48.635Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Разбаланс батареи,On,Avto,14,112,60,3,nan,0 - respond,0,0.14,0,Off,29,167,242,0,0,22.9,1,0,22,21,22.9,21.4,1
128,2023-06-04T13:24:49.634Z,0,0,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,4,nan,0 - respond,0,0.14,0,Off,29,167,242,0,0,22.9,1,0,22,21,22.9,21.4,1
129,2023-06-04T13:24:50.633Z,0,-0.01,0,0,22.69,-0.01,2289.9,Ошибок нет!,RELAX_40s,Iвых. почти макс.!,On,Avto,14,112,60,1,nan,0 - respond,0,0.14,0,Off,29,167,242,0,0,22.9,1,0,22,21,22.9,21.4,1
130,2023-06-04T13:24:51.635Z,0,-0.01,0,0,22.69,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,0.14,0.01,Off,29,3,241,0,0,22.9,1,0,22,21,22.9,21.4,1
131,2023-06-04T13:24:52.633Z,0,0,0,0,22.7,-0.01,2279.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,9.47,0.01,Off,29,3,241,0,0,22.8,1,0,21,21,22.8,21.4,1
132,2023-06-04T13:24:53.632Z,0,-0.03,0,0,22.69,-0.01,2279.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,21.05,0.01,Off,29,3,241,0,0,22.8,1,0,22,22,22.8,21.4,1
133,2023-06-04T13:24:54.632Z,0,4.82,0,0,23.7,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.48,4.5,Off,29,3,240,0,0,22.9,1,0,22,21,22.9,21.4,1
134,2023-06-04T13:24:55.635Z,0,4.8,0,0,23.72,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,256,24.52,4.51,Off,29,3,240,0,0,22.9,1,0,22,21,22.9,21.4,1
135,2023-06-04T13:24:56.637Z,0,4.8,0,0,23.76,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.55,4.51,Off,29,3,240,0,0,22.9,1,0,22,22,22.9,21.3,1
136,2023-06-04T13:24:57.634Z,0,4.8,0,0,23.79,-0.01,2289.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.58,4.5,Off,29,3,240,0,0,22.9,1,0,22,22,22.9,21.4,1
137,2023-06-04T13:24:58.631Z,0,4.8,0,0,23.82,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.6,4.5,Off,29,3,240,0,0,23,1,0,22,22,23,21.4,1
138,2023-06-04T13:24:59.632Z,0,4.8,0,0,23.84,-0.01,2300,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,256,24.63,4.51,Off,29,3,240,0,0,23,1,0,22,22,23,21.3,1
139,2023-06-04T13:25:00.633Z,0,4.8,0,0,23.87,-0.01,2300,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.64,4.5,Off,29,3,240,0,0,23,1,0,22,22,23,21.3,1
140,2023-06-04T13:25:01.634Z,0,4.8,0,0,23.88,-0.01,2310,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.67,4.49,Off,29,3,241,0,0,23.1,1,0,23,22,23.1,21.3,1
141,2023-06-04T13:25:02.634Z,0,4.8,0,0,23.9,-0.01,2310,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.68,4.49,Off,29,3,241,0,0,23.1,1,0,22,22,23.1,21.3,1
142,2023-06-04T13:25:03.633Z,0,4.8,0,0,23.91,-0.01,2310,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,2,nan,0 - respond,256,24.7,4.5,Off,29,3,241,0,0,23.1,1,0,22,22,23.1,21.3,1
143,2023-06-04T13:25:04.631Z,0,4.8,0,0,23.94,-0.01,2320,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.71,4.5,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,21.3,1
144,2023-06-04T13:25:05.632Z,0,4.82,0,0,23.95,-0.01,2320,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.73,4.5,Off,29,3,242,0,0,23.2,1,0,22,22,23.2,21.3,1
145,2023-06-04T13:25:06.633Z,0,4.82,0,0,23.97,-0.01,2329.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.74,4.5,Off,29,3,242,0,0,23.3,1,0,23,22,23.3,21.4,1
146,2023-06-04T13:25:07.635Z,0,4.8,0,0,23.97,-0.01,2329.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.76,4.5,Off,29,3,242,0,0,23.3,1,0,22,22,23.3,21.3,1
147,2023-06-04T13:25:08.634Z,0,4.8,0,0,23.99,-0.01,2339.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.77,4.5,Off,29,3,243,0,0,23.4,1,0,22,23,23.4,21.3,1
148,2023-06-04T13:25:09.633Z,0,4.8,0,0,24,-0.01,2339.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.78,4.5,Off,29,3,242,0,0,23.4,1,0,22,22,23.5,21.3,1
149,2023-06-04T13:25:10.635Z,0,4.82,0,0,24.03,-0.01,2350,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,256,24.8,4.5,Off,29,3,242,0,0,23.5,1,0,22,23,23.5,21.3,1
150,2023-06-04T13:25:11.632Z,0,4.8,0,0,24.03,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.81,4.5,Off,29,3,242,0,0,23.6,1,0,23,22,23.6,21.3,1
151,2023-06-04T13:25:12.636Z,0,4.8,0,0,24.03,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.82,4.51,Off,29,3,242,0,0,23.6,1,0,23,23,23.6,21.3,1
152,2023-06-04T13:25:13.632Z,0,4.8,0,0,24.06,-0.01,2360,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.83,4.51,Off,29,3,241,0,0,23.6,1,0,23,23,23.6,21.3,1
153,2023-06-04T13:25:14.632Z,0,4.8,0,0,24.06,-0.01,2370,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,256,24.84,4.5,Off,29,3,241,0,0,23.7,1,0,23,23,23.7,21.3,1
154,2023-06-04T13:25:15.633Z,0,4.8,0,0,24.06,-0.01,2379.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.85,4.51,Off,29,3,241,0,0,23.8,1,0,23,23,23.8,21.3,1
155,2023-06-04T13:25:16.635Z,0,4.8,0,0,24.09,-0.01,2379.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.85,4.5,Off,29,3,240,0,0,23.8,1,0,22,23,23.8,21.3,1
156,2023-06-04T13:25:17.634Z,0,4.8,0,0,24.09,-0.01,2389.9,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,256,24.86,4.51,Off,29,3,240,0,0,23.9,1,0,23,23,23.9,21.3,1
157,2023-06-04T13:25:18.635Z,0,4.8,0,0,24.1,-0.01,2389.9,Ошибок нет!,SOC_1C_10s,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,256,24.87,4.5,Off,29,3,240,0,0,23.9,1,0,23,23,23.9,21.3,1
158,2023-06-04T13:25:19.638Z,0,4.8,0,0,24.1,-0.01,2400,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,256,24.88,4.52,Off,29,3,240,0,0,24,1,0,23,23,24,21.3,1
159,2023-06-04T13:25:20.636Z,0,4.8,0,0,24.12,-0.01,2400,Ошибок нет!,SOC_1C_10s,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,256,24.89,4.5,Off,29,3,240,0,0,24,1,0,23,23,24,21.3,1
160,2023-06-04T13:25:21.636Z,0,0.01,0,0,23.17,-0.01,2400,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,23.65,0.01,Off,29,3,240,0,0,24,1,0,23,24,24,21.3,1
161,2023-06-04T13:25:22.631Z,0,0,0,0,23.09,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,23.48,0.01,Off,29,3,241,0,0,24.1,1,0,23,23,24.1,21.3,1
162,2023-06-04T13:25:23.635Z,0,0,0,0,23.06,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,23.11,0.01,Off,29,3,241,0,0,24.2,1,0,23,24,24.2,21.3,1
163,2023-06-04T13:25:24.633Z,0,0,0,0,23.04,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,22.84,0.01,Off,29,3,242,0,0,24.2,1,0,23,23,24.2,21.4,1
164,2023-06-04T13:25:25.635Z,0,0,0,0,23.01,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,22.57,0.01,Off,29,3,242,0,0,24.3,1,0,23,23,24.3,21.3,1
165,2023-06-04T13:25:26.642Z,0,0.01,0,0,23,-0.01,2429.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,1,nan,0 - respond,0,22.31,0.01,Off,29,3,243,0,0,24.3,1,0,22,23,24.3,21.4,1
166,2023-06-04T13:25:27.634Z,0,-0.01,0,0,22.98,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,22.05,0.01,Off,29,3,243,0,0,24.3,1,0,23,23,24.3,21.3,1
167,2023-06-04T13:25:28.634Z,0,0.01,0,0,22.99,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,21.8,0.01,Off,29,3,243,0,0,24.3,1,0,23,24,24.3,21.3,1
168,2023-06-04T13:25:29.635Z,0,0,0,0,22.96,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,21.55,0.01,Off,29,3,243,0,0,24.3,1,0,23,23,24.3,21.3,1
169,2023-06-04T13:25:30.636Z,0,0.01,0,0,22.96,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,21.3,0.01,Off,29,3,243,0,0,24.3,1,0,22,23,24.3,21.3,1
170,2023-06-04T13:25:31.632Z,0,-0.01,0,0,22.95,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,21.05,0.01,Off,29,3,243,0,0,24.3,1,0,23,23,24.3,21.3,1
171,2023-06-04T13:25:32.637Z,0,0,0,0,22.94,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,20.81,0.01,Off,29,3,243,0,0,24.3,1,0,23,23,24.3,21.3,1
172,2023-06-04T13:25:33.634Z,0,0,0,0,22.92,-0.01,2429.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,20.57,0.01,Off,29,3,243,0,0,24.3,1,0,22,23,24.3,21.3,1
173,2023-06-04T13:25:34.635Z,0,0.01,0,0,22.93,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,20.29,0.01,Off,29,3,242,0,0,24.3,1,0,22,23,24.3,21.3,1
174,2023-06-04T13:25:35.634Z,0,-0.01,0,0,22.92,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,20.05,0.01,Off,29,3,242,0,0,24.3,1,0,22,23,24.3,21.3,1
175,2023-06-04T13:25:36.635Z,0,0,0,0,22.9,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,19.83,0.01,Off,29,3,241,0,0,24.3,1,0,22,24,24.3,21.3,1
176,2023-06-04T13:25:37.634Z,0,0,0,0,22.9,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,19.56,0.01,Off,29,3,241,0,0,24.3,1,0,22,23,24.3,21.3,1
177,2023-06-04T13:25:38.632Z,0,0,0,0,22.89,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,19.37,0.01,Off,29,3,241,0,0,24.3,1,0,23,23,24.3,21.3,1
178,2023-06-04T13:25:39.634Z,0,0,0,0,22.89,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,19.15,0.01,Off,29,3,240,0,0,24.3,1,0,23,23,24.3,21.3,1
179,2023-06-04T13:25:40.636Z,0,0,0,0,22.89,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,18.93,0.01,Off,29,3,240,0,0,24.3,1,0,23,23,24.3,21.3,1
180,2023-06-04T13:25:41.632Z,0,0,0,0,22.89,-0.01,2429.9,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,4,nan,0 - respond,0,18.71,0.01,Off,29,3,240,0,0,24.3,1,0,23,23,24.3,21.3,1
181,2023-06-04T13:25:42.635Z,0,-0.01,0,0,22.89,-0.01,2429.9,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,18.5,0.01,Off,29,3,240,0,0,24.3,1,0,23,24,24.3,21.3,1
182,2023-06-04T13:25:43.635Z,0,-0.01,0,0,22.87,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,18.29,0.01,Off,29,3,240,0,0,24.2,1,0,23,24,24.2,21.3,1
183,2023-06-04T13:25:44.636Z,0,0,0,0,22.87,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,18.08,0.01,Off,29,3,240,0,0,24.2,1,0,23,23,24.2,21.3,1
184,2023-06-04T13:25:45.635Z,0,0.01,0,0,22.88,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,17.87,0.01,Off,29,3,240,0,0,24.2,1,0,23,23,24.2,21.3,1
185,2023-06-04T13:25:46.634Z,0,0,0,0,22.87,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,17.67,0.01,Off,29,3,240,0,0,24.2,1,0,23,23,24.2,21.4,1
186,2023-06-04T13:25:47.632Z,0,-0.01,0,0,22.87,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,17.46,0.01,Off,29,3,240,0,0,24.2,1,0,22,24,24.2,21.3,1
187,2023-06-04T13:25:48.635Z,0,-0.01,0,0,22.86,-0.01,2420,Ошибок нет!,RELAX_15m,Разбаланс батареи,On,Avto,3,112,60,3,nan,0 - respond,0,17.23,0.01,Off,29,3,240,0,0,24.2,1,0,23,24,24.2,21.4,1
188,2023-06-04T13:25:49.633Z,0,-0.01,0,0,22.86,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,17.03,0.01,Off,29,3,241,0,0,24.2,1,0,23,23,24.2,21.4,1
189,2023-06-04T13:25:50.634Z,0,-0.01,0,0,22.86,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,16.84,0.01,Off,29,3,241,0,0,24.2,1,0,23,23,24.1,21.3,1
190,2023-06-04T13:25:51.633Z,0,0,0,0,22.86,-0.01,2420,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,2,nan,0 - respond,0,16.63,0.01,Off,29,3,241,0,0,24.2,1,0,22,23,24.1,21.4,1
191,2023-06-04T13:25:52.636Z,0,0,0,0,22.86,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,3,nan,0 - respond,0,16.46,0.01,Off,29,3,241,0,0,24.1,1,0,23,23,24.1,21.4,1
192,2023-06-04T13:25:53.635Z,0,-0.01,0,0,22.84,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,4,nan,0 - respond,0,16.27,0.01,Off,29,3,242,0,0,24.1,1,0,23,23,24.1,21.4,1
193,2023-06-04T13:25:54.634Z,0,0,0,0,22.86,-0.01,2410,Ошибок нет!,RELAX_15m,Iвых. почти макс.!,On,Avto,3,112,60,1,nan,0 - respond,0,16.08,0.01,Off,29,3,242,0,0,24.1,1,0,22,23,24.1,21.4,1
