-6.04,47.36
-6.05,47.34
-6.04,47.34
-6.05,47.34
-6.03,47.36
-6.05,47.34
-6.04,47.34
-6.04,47.34
-6.04,47.34
-6.04,47.34
-6.03,47.35
-6.04,47.34
-6.04,47.32
-6.04,47.32
-6.04,47.32
-6.04,47.32
-6.03,47.35
-6.04,47.32
-6.03,47.35
-6.05,47.31
-6.04,47.32
-6.04,47.31
-6.04,47.31
-6.04,47.31
-6.03,47.33
-6.04,47.31
-6.03,47.33
-6.04,47.31
-6.03,47.32
-6.03,47.33
-6.04,47.3
-6.04,47.31
-6.04,47.31
-6.04,47.3
-6.04,47.3
-6.04,47.3
-6.05,47.3
-6.03,47.32
-6.04,47.28
-6.04,47.28
-6.04,47.28
-6.04,47.28
-6.04,47.28
-6.04,47.28
-6.05,47.28
-6.05,47.28
-6.05,47.28
-6.04,47.28
-6.05,47.27
-6.04,47.3
-6.05,47.28
-6.04,47.27
-6.05,47.27
-6.04,47.27
-6.04,47.28
-6.04,47.27
-6.04,47.27
-6.04,47.27
-6.04,47.25
-6.03,47.29
-6.04,47.27
-6.04,47.27
-6.04,47.25
-6.03,47.27
-6.04,47.27
-6.05,47.25
-6.04,47.25
-6.04,47.25
-6.03,47.27
-6.03,47.27
-6.05,47.25
-6.04,47.24
-6.04,47.25
-6.03,47.27
-6.04,47.24
-6.04,47.25
-6.03,47.26
-6.04,47.26
-6.05,47.24
-6.04,47.24
-6.05,47.24
-6.03,47.26
-6.04,47.22
-6.04,47.24
-6.04,47.22
-6.04,47.22
-6.04,47.24
-6.03,47.26
-6.04,47.22
-6.03,47.24
-6.04,47.22
-6.04,47.22
-6.03,47.24
-6.04,47.22
-6.05,47.22
-6.03,47.24
-6.04,47.21
-6.04,47.21
-6.05,47.18
-6.05,47.21
-6.05,47.19
-6.04,47.21
-6.04,47.21
-6.04,47.21
-6.05,47.21
-6.05,47.19
-6.05,47.17
-6.04,47.19
-6.05,47.19
-6.04,47.19
-6.04,47.19
-6.04,47.21
-6.04,47.19
-6.04,47.19
-6.04,47.18
-6.04,47.18
-6.03,47.21
-6.03,47.2
-6.04,47.19
-6.05,47.18
-6.04,47.18
-6.05,47.18
-6.03,47.2
-6.04,47.18
-6.05,47.18
-6.04,47.18
-6.04,47.18
-6.03,47.2
-6.04,47.18
-6.05,47.18
-6.04,47.18
-6.03,47.2
-6.04,47.16
-6.04,47.16
-6.05,47.16
-6.04,47.16
-6.04,47.16
-6.05,47.16
-6.04,47.16
-6.05,47.16
-6.05,47.15
-6.05,47.15
-6.04,47.16
-6.05,47.15
-6.05,47.16
-6.04,47.15
-6.04,47.15
-6.04,47.13
-6.04,47.15
-6.04,47.13
-6.04,47.15
-6.04,47.13
-6.04,47.15
-6.04,47.15
-6.04,47.15
-6.04,47.15
-6.04,47.13
-6.03,47.17
-6.03,47.15
-6.04,47.13
-6.04,47.12
-6.04,47.13
-6.04,47.13
-6.04,47.13
-6.05,47.13
-6.04,47.13
-6.03,47.14
-6.04,47.12
-6.03,47.14
-6.04,47.12
-6.04,47.12
-6.04,47.12
-6.04,47.12
-6.04,47.12
-6.03,47.14
-6.04,47.12
-6.03,47.14
-6.04,47.12
-6.04,47.1
-6.03,47.12
-6.03,47.12
-6.04,47.1
-6.04,47.1
-6.03,47.12
-6.04,47.1
-6.05,47.1
-6.04,47.09
-6.04,47.1
-6.04,47.09
-6.04,47.09
-6.04,47.09
-6.04,47.1
-6.04,47.09
-6.04,47.09
-6.04,47.09
-6.03,47.11
-6.03,47.11
-6.03,47.11
-6.04,47.09
-6.04,47.09
