N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
7869,15.04,0.798376,26.93,26.6698,26.8819,77.4064,48.6067,-228155,-269893,0.260231,0.067720173361,0.798376,,,,,,
7870,15.2,0.798432,26.95,26.677,26.8892,77.4069,48.4783,-227863,-269603,0.273027,0.074543742729,0.798432,,,,,,
7871,15.15,0.798488,26.95,26.6754,26.8876,77.4073,48.4783,-228203,-269939,0.274615,0.075413398225,0.798488,,,,,,
7872,15.09,0.798544,26.93,26.6734,26.8857,77.4078,48.6067,-228115,-269850,0.256624,0.065855877376,0.798544,,,,,,
7873,15.14,0.7986,26.93,26.676,26.8883,77.4083,48.6067,-228007,-269742,0.254024,0.064528192576,0.7986,,,,,,
7874,14.99,0.798656,26.93,26.6702,26.8826,77.4087,48.6067,-228122,-269856,0.259805,0.067498638025,0.798656,,,,,,
7875,15.04,0.798712,26.93,26.6728,26.8852,77.4092,48.6067,-227831,-269566,0.257209,0.066156469681,0.798712,,,,,,
7876,15.15,0.798768,26.95,26.6779,26.8903,77.4096,48.4783,-227946,-269679,0.2721,0.07403841,0.798768,,,,,,
7877,15.1,0.798824,26.95,26.6763,26.8888,77.4101,48.4783,-228184,-269914,0.273688,0.074905121344,0.798824,,,,,,
7878,15.14,0.79888,26.93,26.6785,26.891,77.4105,48.6067,-228096,-269826,0.251508,0.063256274064,0.79888,,,,,,
7879,14.99,0.798936,26.93,26.6727,26.8853,77.411,48.6067,-228191,-269919,0.25729,0.0661981441,0.798936,,,,,,
7880,15.15,0.798992,26.94,26.6799,26.8925,77.4115,48.5425,-227900,-269629,0.260086,0.067644727396,0.798992,,,,,,
7881,15.1,0.799048,26.94,26.6783,26.891,77.4119,48.5425,-228239,-269965,0.261674,0.068473282276,0.799048,,,,,,
7882,15.05,0.799104,26.94,26.6767,26.8894,77.4124,48.5425,-228151,-269877,0.263267,0.069309513289,0.799104,,,,,,
7883,15.14,0.79916,26.93,26.681,26.8937,77.4128,48.6067,-228064,-269788,0.248993,0.061997514049,0.79916,,,,,,
7884,14.99,0.799215,26.93,26.6752,26.888,77.4133,48.6067,-228261,-269983,0.254774,0.064909791076,0.799215,,,,,,
7885,15.09,0.799271,26.93,26.6799,26.8927,77.4137,48.6067,-227969,-269693,0.250086,0.062543007396,0.799271,,,,,,
7886,15.05,0.799327,26.95,26.6787,26.8916,77.4142,48.4783,-228186,-269907,0.271257,0.073580360049,0.799327,,,,,,
7887,15.15,0.799383,26.95,26.6834,26.8963,77.4147,48.4783,-228119,-269839,0.266565,0.071056899225,0.799383,,,,,,
7888,15.04,0.799439,26.93,26.6793,26.8922,77.4151,48.6067,-228336,-270054,0.250669,0.062834947561,0.799439,,,,,,
7889,15.04,0.799495,26.93,26.6798,26.8927,77.4156,48.6067,-228126,-269844,0.250168,0.062584028224,0.799495,,,,,,
7890,15.1,0.799551,26.95,26.6828,26.8958,77.416,48.4783,-228140,-269857,0.267152,0.071370191104,0.799551,,,,,,
7891,15.15,0.799607,26.96,26.6854,26.8985,77.4165,48.4142,-228276,-269991,0.274554,0.075379898916,0.799607,,,,,,
7892,15.15,0.799663,26.95,26.686,26.899,77.4169,48.4783,-228391,-270105,0.264049,0.069721874401,0.799663,,,,,,
7893,15.1,0.799719,26.96,26.6844,26.8975,77.4174,48.4142,-228405,-270117,0.275638,0.075976307044,0.799719,,,,,,
7894,15.14,0.799775,26.94,26.6865,26.8997,77.4179,48.5425,-228317,-270029,0.253457,0.064240450849,0.799775,,,,,,
7895,15.09,0.799831,26.94,26.685,26.8981,77.4183,48.5425,-228413,-270123,0.255048,0.065049482304,0.799831,,,,,,
7896,15.2,0.799887,26.95,26.6901,26.9033,77.4188,48.4783,-228325,-270034,0.259935,0.067566204225,0.799887,,,,,,
7897,14.99,0.799943,26.94,26.6818,26.895,77.4192,48.5425,-228562,-270269,0.258228,0.066681699984,0.799943,,,,,,
7898,15.15,0.799999,26.96,26.689,26.9023,77.4197,48.4142,-228149,-269858,0.271024,0.073454008576,0.799999,,,,,,
7899,14.94,0.800055,26.96,26.6807,26.894,77.4202,48.4142,-228488,-270194,0.279317,0.078017986489,0.800055,,,,,,
7900,15.09,0.80011,26.94,26.6875,26.9008,77.4206,48.5425,-228075,-269783,0.252534,0.063773421156,0.80011,,,,,,
7901,15.05,0.800166,26.95,26.6863,26.8997,77.4211,48.4783,-228394,-270098,0.263707,0.069541381849,0.800166,,,,,,
7902,15.25,0.800223,26.96,26.6952,26.9086,77.4215,48.4142,-228326,-270030,0.264827,0.070133339929,0.800223,,,,,,
7903,15.1,0.800279,26.95,26.6894,26.9029,77.422,48.4783,-228747,-270446,0.2606,0.06791236,0.800279,,,,,,
7904,15.2,0.800335,26.96,26.6941,26.9076,77.4224,48.4142,-228456,-270156,0.265908,0.070707064464,0.800335,,,,,,
7905,15.05,0.800391,26.96,26.6883,26.9019,77.4229,48.4142,-228673,-270371,0.271687,0.073813825969,0.800391,,,,,,
7906,15.14,0.800447,26.94,26.6926,26.9062,77.4234,48.5425,-228382,-270081,0.247413,0.061213192569,0.800447,,,,,,
7907,15.2,0.800503,26.96,26.6956,26.9092,77.4238,48.4142,-228579,-270275,0.264394,0.069904187236,0.800503,,,,,,
7908,15.1,0.800559,26.96,26.6919,26.9056,77.4243,48.4142,-228715,-270409,0.268077,0.071865277929,0.800559,,,,,,
7909,15.2,0.800616,26.96,26.6966,26.9103,77.4247,48.4142,-228525,-270220,0.263383,0.069370604689,0.800616,,,,,,
7910,14.99,0.800671,26.94,26.6883,26.9021,77.4252,48.5425,-228742,-270435,0.251676,0.063340808976,0.800671,,,,,,
7911,15.04,0.800727,26.95,26.6909,26.9047,77.4257,48.4783,-228329,-270024,0.25908,0.0671224464,0.800727,,,,,,
7912,15.1,0.800783,26.96,26.6939,26.9078,77.4261,48.4142,-228444,-270137,0.266065,0.070790584225,0.800783,,,,,,
7913,14.99,0.800839,26.94,26.6898,26.9037,77.4266,48.5425,-228580,-270271,0.250171,0.062585529241,0.800839,,,,,,
7914,15.15,0.800895,26.96,26.697,26.9109,77.427,48.4142,-228370,-270062,0.262967,0.069151643089,0.800895,,,,,,
7915,15.15,0.800951,26.96,26.6975,26.9115,77.4275,48.4142,-228710,-270397,0.262462,0.068886301444,0.800951,,,,,,
7916,15.15,0.801007,26.96,26.698,26.912,77.4279,48.4142,-228724,-270410,0.261956,0.068620945936,0.801007,,,,,,
7917,15.15,0.801063,26.97,26.6985,26.9126,77.4284,48.3501,-228737,-270423,0.271453,0.073686731209,0.801063,,,,,,
7918,15.05,0.801119,26.97,26.6949,26.9089,77.4289,48.3501,-228751,-270436,0.275136,0.075699818496,0.801119,,,,,,
7919,15.2,0.801175,26.97,26.7017,26.9158,77.4293,48.3501,-228562,-270246,0.268349,0.072011185801,0.801175,,,,,,
7920,15.05,0.801231,26.96,26.6959,26.91,77.4298,48.4142,-228881,-270562,0.264127,0.069763072129,0.801231,,,,,,
7921,14.99,0.801287,26.94,26.6939,26.908,77.4302,48.5425,-228589,-270272,0.246139,0.060584407321,0.801287,,,,,,
7922,15.05,0.801343,26.97,26.6969,26.9111,77.4307,48.3501,-228481,-270163,0.273125,0.074597265625,0.801343,,,,,,
7923,15.04,0.801398,26.95,26.697,26.9112,77.4311,48.4783,-228617,-270297,0.253041,0.064029747681,0.801398,,,,,,
7924,15.1,0.801454,26.96,26.7,26.9143,77.4316,48.4142,-228610,-270290,0.260026,0.067613520676,0.801454,,,,,,
7925,14.99,0.80151,26.96,26.6959,26.9102,77.4321,48.4142,-228746,-270423,0.264132,0.069765713424,0.80151,,,,,,
7926,15.29,0.801567,26.95,26.7089,26.9233,77.4325,48.4783,-228536,-270214,0.241063,0.058111369969,0.801567,,,,,,
7927,15.15,0.801623,26.97,26.7036,26.918,77.433,48.3501,-229161,-270832,0.266419,0.070979083561,0.801623,,,,,,
7928,15.2,0.801679,26.97,26.7062,26.9206,77.4334,48.3501,-228890,-270563,0.263818,0.069599937124,0.801679,,,,,,
7929,15.14,0.801735,26.95,26.7042,26.9186,77.4339,48.4783,-229005,-270676,0.245824,0.060429438976,0.801735,,,,,,
7930,15.05,0.801791,26.97,26.7009,26.9154,77.4344,48.3501,-228897,-270568,0.269091,0.072409966281,0.801791,,,,,,
7931,15.15,0.801847,26.97,26.7056,26.9201,77.4348,48.3501,-228728,-270399,0.264399,0.069906831201,0.801847,,,,,,
7932,15.05,0.801903,26.97,26.7019,26.9165,77.4353,48.3501,-228945,-270614,0.268084,0.071869031056,0.801903,,,,,,
7933,15.09,0.801959,26.96,26.7041,26.9187,77.4357,48.4142,-228755,-270424,0.255906,0.065487880836,0.801959,,,,,,
7934,15.1,0.802015,26.97,26.705,26.9197,77.4362,48.3501,-228851,-270518,0.264983,0.070215990289,0.802015,,,,,,
7935,15.04,0.802071,26.95,26.703,26.9177,77.4366,48.4783,-228885,-270551,0.246993,0.061005542049,0.802071,,,,,,
7936,15.14,0.802127,26.95,26.7077,26.9224,77.4371,48.4783,-228776,-270442,0.242303,0.058710743809,0.802127,,,,,,
7937,14.99,0.802182,26.95,26.7019,26.9166,77.4376,48.4783,-228994,-270657,0.248084,0.061545671056,0.802182,,,,,,
7938,15.3,0.802239,26.97,26.7154,26.9302,77.438,48.3501,-228702,-270367,0.254594,0.064818104836,0.802239,,,,,,
7939,15.2,0.802296,26.97,26.7117,26.9265,77.4385,48.3501,-229347,-271005,0.258273,0.066704942529,0.802296,,,,,,
7940,15.19,0.802352,26.95,26.7118,26.9266,77.4389,48.4783,-229158,-270816,0.238187,0.056733046969,0.802352,,,,,,
7941,15.25,0.802408,26.97,26.7148,26.9297,77.4394,48.3501,-229151,-270809,0.255166,0.065109687556,0.802408,,,,,,
7942,15.09,0.802464,26.96,26.7086,26.9235,77.4399,48.4142,-229287,-270943,0.251361,0.063182352321,0.802464,,,,,,
7943,15.25,0.802521,26.97,26.7158,26.9307,77.4403,48.3501,-228975,-270633,0.254153,0.064593747409,0.802521,,,,,,
7944,15.15,0.802577,26.97,26.7122,26.9271,77.4408,48.3501,-229315,-270968,0.257836,0.066479402896,0.802577,,,,,,
7945,15.19,0.802633,26.95,26.7143,26.9293,77.4412,48.4783,-229125,-270779,0.235654,0.055532807716,0.802633,,,,,,
7946,15.09,0.802689,26.97,26.7107,26.9256,77.4417,48.3501,-229221,-270873,0.259337,0.067255679569,0.802689,,,,,,
7947,15.2,0.802746,26.97,26.7158,26.9308,77.4422,48.3501,-229031,-270684,0.254224,0.064629842176,0.802746,,,,,,
7948,15.09,0.802802,26.96,26.7117,26.9267,77.4426,48.4142,-229269,-270919,0.248328,0.061666795584,0.802802,,,,,,
7949,15.2,0.802858,26.97,26.7168,26.9318,77.4431,48.3501,-229059,-270709,0.253215,0.064117836225,0.802858,,,,,,
7950,15.09,0.802914,26.96,26.7127,26.9278,77.4435,48.4142,-229297,-270944,0.247317,0.061165698489,0.802914,,,,,,
7951,15.1,0.80297,26.97,26.7136,26.9287,77.444,48.3501,-229087,-270735,0.256394,0.065737883236,0.80297,,,,,,
7952,15.2,0.803026,26.97,26.7183,26.9334,77.4445,48.3501,-229121,-270768,0.2517,0.06335289,0.803026,,,,,,
7953,15.05,0.803082,26.97,26.7125,26.9277,77.4449,48.3501,-229338,-270982,0.257479,0.066295435441,0.803082,,,,,,
7954,15.09,0.803138,26.96,26.7147,26.9299,77.4454,48.4142,-229047,-270692,0.245301,0.060172580601,0.803138,,,,,,
7955,15.1,0.803194,26.97,26.7156,26.9309,77.4458,48.3501,-229142,-270786,0.254378,0.064708166884,0.803194,,,,,,
7956,15.04,0.80325,26.96,26.7136,26.9289,77.4463,48.4142,-229176,-270819,0.246388,0.060707046544,0.80325,,,,,,
7957,14.99,0.803305,26.96,26.712,26.9273,77.4467,48.4142,-229068,-270710,0.247983,0.061495568289,0.803305,,,,,,
7958,15.15,0.803361,26.97,26.7192,26.9345,77.4472,48.3501,-228980,-270622,0.250779,0.062890106841,0.803361,,,,,,
7959,15.1,0.803417,26.97,26.7176,26.933,77.4477,48.3501,-229319,-270958,0.252368,0.063689607424,0.803417,,,,,,
7960,15.1,0.803473,26.97,26.7181,26.9335,77.4481,48.3501,-229231,-270869,0.251864,0.063435474496,0.803473,,,,,,
7961,15.15,0.80353,26.97,26.7207,26.9361,77.4486,48.3501,-229245,-270882,0.249266,0.062133538756,0.80353,,,,,,
7962,15.09,0.803586,26.96,26.7187,26.9341,77.449,48.4142,-229361,-270996,0.241275,0.058213625625,0.803586,,,,,,
7963,15.3,0.803642,26.98,26.728,26.9435,77.4495,48.2861,-229253,-270887,0.251973,0.063490392729,0.803642,,,,,,
7964,15.2,0.803699,26.98,26.7243,26.9398,77.45,48.2861,-229694,-271324,0.255652,0.065357945104,0.803699,,,,,,
7965,15.3,0.803755,26.97,26.729,26.9445,77.4504,48.3501,-229504,-271135,0.240956,0.058059793936,0.803755,,,,,,
7966,15.2,0.803812,26.98,26.7254,26.9409,77.4509,48.2861,-229722,-271350,0.254635,0.064838983225,0.803812,,,,,,
7967,15.24,0.803868,26.97,26.7275,26.9431,77.4513,48.3501,-229532,-271161,0.242451,0.058782487401,0.803868,,,,,,
7968,15.15,0.803924,26.98,26.7243,26.9399,77.4518,48.2861,-229628,-271254,0.255715,0.065390161225,0.803924,,,,,,
7969,15.25,0.803981,26.98,26.729,26.9446,77.4523,48.2861,-229458,-271086,0.251021,0.063011542441,0.803981,,,,,,
7970,15.15,0.804037,26.98,26.7253,26.9409,77.4527,48.2861,-229676,-271300,0.254702,0.064873108804,0.804037,,,,,,
7971,15.14,0.804093,26.97,26.7254,26.941,77.4532,48.3501,-229486,-271111,0.244614,0.059836008996,0.804093,,,,,,
7972,15.14,0.804149,26.97,26.7259,26.9416,77.4536,48.3501,-229480,-271104,0.244109,0.059589203881,0.804149,,,,,,
7973,15.09,0.804205,26.96,26.7243,26.94,77.4541,48.4142,-229494,-271116,0.235702,0.055555432804,0.804205,,,,,,
7974,15.15,0.804261,26.98,26.7273,26.943,77.4546,48.2861,-229406,-271028,0.252684,0.063849203856,0.804261,,,,,,
7975,15.04,0.804317,26.97,26.7232,26.939,77.455,48.3501,-229542,-271162,0.246787,0.060903823369,0.804317,,,,,,
7976,15.15,0.804373,26.98,26.7283,26.9441,77.4555,48.2861,-229332,-270953,0.251677,0.063341312329,0.804373,,,,,,
7977,15.05,0.804429,26.98,26.7246,26.9405,77.4559,48.2861,-229569,-271188,0.255362,0.065209751044,0.804429,,,,,,
7978,15.09,0.804485,26.97,26.7268,26.9427,77.4564,48.3501,-229380,-270998,0.243184,0.059138457856,0.804485,,,,,,
7979,14.93,0.80454,26.97,26.7206,26.9365,77.4569,48.3501,-229475,-271092,0.249383,0.062191880689,0.80454,,,,,,
7980,15.15,0.804597,26.98,26.7303,26.9462,77.4573,48.2861,-229163,-270782,0.249669,0.062334609561,0.804597,,,,,,
7981,15.05,0.804652,26.98,26.7266,26.9426,77.4578,48.2861,-229625,-271238,0.253354,0.064188249316,0.804652,,,,,,
7982,15.15,0.804709,26.98,26.7313,26.9473,77.4582,48.2861,-229435,-271049,0.248662,0.061832790244,0.804709,,,,,,
7983,15.04,0.804764,26.97,26.7272,26.9432,77.4587,48.3501,-229652,-271264,0.242764,0.058934359696,0.804764,,,,,,
7984,15.15,0.80482,26.98,26.7323,26.9483,77.4591,48.2861,-229442,-271054,0.247654,0.061332503716,0.80482,,,,,,
7985,15.35,0.804877,26.98,26.7412,26.9572,77.4596,48.2861,-229680,-271289,0.23877,0.0570111129,0.804877,,,,,,
7986,15.35,0.804934,26.99,26.7417,26.9578,77.4601,48.2222,-230101,-271706,0.248257,0.061631538049,0.804934,,,,,,
7987,15.35,0.804991,26.99,26.7423,26.9583,77.4605,48.2222,-230115,-271719,0.247746,0.061378080516,0.804991,,,,,,
7988,15.25,0.805048,26.98,26.7386,26.9547,77.461,48.2861,-230129,-271732,0.241423,0.058285064929,0.805048,,,,,,
7989,15.29,0.805104,26.98,26.7408,26.9569,77.4615,48.2861,-229939,-271543,0.239239,0.057235299121,0.805104,,,,,,
7990,15.25,0.805161,26.99,26.7396,26.9557,77.4619,48.2222,-230035,-271636,0.250405,0.062702664025,0.805161,,,,,,
7991,15.19,0.805217,26.98,26.7376,26.9537,77.4624,48.2861,-229967,-271568,0.242411,0.058763092921,0.805217,,,,,,
7992,15.19,0.805274,26.98,26.7381,26.9543,77.4628,48.2861,-229859,-271460,0.241904,0.058517545216,0.805274,,,,,,
7993,15.2,0.80533,26.99,26.739,26.9552,77.4633,48.2222,-229873,-271473,0.250977,0.062989454529,0.80533,,,,,,
7994,15.2,0.805386,26.99,26.7395,26.9557,77.4638,48.2222,-229908,-271506,0.250469,0.062734719961,0.805386,,,,,,
7995,15.15,0.805442,26.99,26.7379,26.9542,77.4642,48.2222,-229921,-271519,0.25206,0.0635342436,0.805442,,,,,,
7996,15.14,0.805499,26.98,26.738,26.9543,77.4647,48.2861,-229834,-271430,0.241972,0.058550448784,0.805499,,,,,,
7997,15.14,0.805555,26.98,26.7385,26.9548,77.4651,48.2861,-229827,-271423,0.241467,0.058306312089,0.805555,,,,,,
7998,15.2,0.805611,26.99,26.7416,26.9579,77.4656,48.2222,-229841,-271436,0.248448,0.061726408704,0.805611,,,,,,
7999,15.15,0.805667,26.99,26.74,26.9563,77.4661,48.2222,-229977,-271570,0.250036,0.062518001296,0.805667,,,,,,
8000,15.14,0.805723,26.98,26.74,26.9564,77.4665,48.2861,-229889,-271482,0.239951,0.057576482401,0.805723,,,,,,
8001,15.09,0.805779,26.98,26.7385,26.9548,77.467,48.2861,-229883,-271474,0.241541,0.058342054681,0.805779,,,,,,
8002,15.15,0.805836,26.99,26.7415,26.9579,77.4674,48.2222,-229795,-271386,0.248524,0.061764178576,0.805836,,,,,,
8003,15.05,0.805891,26.99,26.7378,26.9542,77.4679,48.2222,-229931,-271520,0.252209,0.063609379681,0.805891,,,,,,
8004,15.09,0.805947,26.98,26.74,26.9564,77.4684,48.2861,-229741,-271331,0.240031,0.057614880961,0.805947,,,,,,
8005,15.04,0.806003,26.98,26.7384,26.9548,77.4688,48.2861,-229836,-271424,0.241621,0.058380707641,0.806003,,,,,,
8006,15.09,0.806059,26.98,26.741,26.9575,77.4693,48.2861,-229748,-271336,0.239026,0.057133428676,0.806059,,,,,,
8007,15.1,0.806115,27,26.7419,26.9584,77.4697,48.1583,-229864,-271449,0.258102,0.066616642404,0.806115,,,,,,
8008,15.1,0.806171,26.99,26.7424,26.9589,77.4702,48.2222,-229898,-271482,0.247599,0.061305264801,0.806171,,,,,,
8009,15.1,0.806227,26.99,26.7429,26.9595,77.4706,48.2222,-229912,-271495,0.247095,0.061055939025,0.806227,,,,,,
8010,15.1,0.806283,26.99,26.7434,26.96,77.4711,48.2222,-229926,-271508,0.246592,0.060807614464,0.806283,,,,,,
8011,15.05,0.806339,26.99,26.7418,26.9584,77.4716,48.2222,-229940,-271520,0.248184,0.061595297856,0.806339,,,,,,
8012,15.2,0.806395,26.99,26.7486,26.9652,77.472,48.2222,-229852,-271432,0.241396,0.058272028816,0.806395,,,,,,
8013,15.04,0.806451,26.98,26.7424,26.9591,77.4725,48.2861,-230171,-271748,0.237593,0.056450433649,0.806451,,,,,,
8014,15.2,0.806507,27,26.7496,26.9663,77.4729,48.1583,-229859,-271438,0.250387,0.062693649769,0.806507,,,,,,
8015,15.04,0.806563,26.98,26.7434,26.9601,77.4734,48.2861,-230198,-271773,0.236584,0.055971989056,0.806563,,,,,,
8016,15.09,0.806619,26.98,26.746,26.9627,77.4739,48.2861,-229887,-271463,0.23399,0.0547513201,0.806619,,,,,,
8017,15.09,0.806675,26.99,26.7465,26.9632,77.4743,48.2222,-230002,-271577,0.243487,0.059285919169,0.806675,,,,,,
8018,15.05,0.806731,26.99,26.7453,26.9621,77.4748,48.2222,-230016,-271589,0.24466,0.0598585156,0.806731,,,,,,
8019,15.2,0.806787,26.99,26.7521,26.9689,77.4752,48.2222,-229948,-271521,0.237871,0.056582612641,0.806787,,,,,,
8020,15.09,0.806843,26.99,26.748,26.9648,77.4757,48.2222,-230268,-271837,0.241974,0.058551416676,0.806843,,,,,,
8021,15.14,0.806899,26.99,26.7506,26.9674,77.4761,48.2222,-230058,-271627,0.239374,0.057299911876,0.806899,,,,,,
8022,15.04,0.806955,26.99,26.7469,26.9638,77.4766,48.2222,-230173,-271741,0.243059,0.059077677481,0.806955,,,,,,
8023,15.14,0.807011,26.98,26.7516,26.9685,77.4771,48.2861,-229983,-271552,0.228369,0.052152400161,0.807011,,,,,,
8024,15.15,0.807067,27,26.7526,26.9694,77.4775,48.1583,-230201,-271767,0.247446,0.061229522916,0.807067,,,,,,
8025,15.15,0.807123,27,26.7531,26.9699,77.478,48.1583,-230235,-271799,0.246941,0.060979857481,0.807123,,,,,,
8026,15.04,0.807179,26.99,26.749,26.9659,77.4784,48.2222,-230249,-271812,0.241043,0.058101727849,0.807179,,,,,,
8027,14.99,0.807235,26.99,26.7474,26.9643,77.4789,48.2222,-230039,-271603,0.242638,0.058873199044,0.807235,,,,,,
8028,15.1,0.807291,27,26.7525,26.9694,77.4793,48.1583,-229951,-271515,0.247528,0.061270110784,0.807291,,,,,,
8029,15.04,0.807346,26.99,26.7505,26.9674,77.4798,48.2222,-230189,-271749,0.239538,0.057378453444,0.807346,,,,,,
8030,15.09,0.807402,26.99,26.7531,26.97,77.4803,48.2222,-230080,-271641,0.236943,0.056141985249,0.807402,,,,,,
8031,15.04,0.807458,26.99,26.7515,26.9685,77.4807,48.2222,-230196,-271754,0.238533,0.056897992089,0.807458,,,,,,
8032,15.09,0.807514,26.99,26.7541,26.9711,77.4812,48.2222,-230108,-271666,0.235937,0.055666267969,0.807514,,,,,,
8033,15.1,0.80757,27,26.755,26.972,77.4816,48.1583,-230223,-271780,0.245014,0.060031860196,0.80757,,,,,,
8034,14.99,0.807626,26.99,26.7509,26.9679,77.4821,48.2222,-230258,-271813,0.239121,0.057178852641,0.807626,,,,,,
8035,15.15,0.807682,27,26.7581,26.9752,77.4825,48.1583,-230048,-271603,0.241917,0.058523834889,0.807682,,,,,,
8036,15.05,0.807737,27.01,26.7544,26.9715,77.483,48.0945,-230387,-271939,0.255602,0.065332382404,0.807737,,,,,,
8037,15.25,0.807794,27,26.7633,26.9804,77.4835,48.1583,-230197,-271750,0.236719,0.056035884961,0.807794,,,,,,
8038,15.15,0.80785,27.01,26.7596,26.9767,77.4839,48.0945,-230618,-272166,0.2504,0.06270016,0.80785,,,,,,
8039,15.15,0.807906,27.01,26.7601,26.9773,77.4844,48.0945,-230429,-271977,0.249895,0.062447511025,0.807906,,,,,,
8040,15.09,0.807962,27,26.7581,26.9753,77.4848,48.1583,-230442,-271990,0.241905,0.058518029025,0.807962,,,,,,
8041,15.1,0.808018,27.01,26.759,26.9762,77.4853,48.0945,-230334,-271882,0.250982,0.062991964324,0.808018,,,,,,
8042,15.09,0.808074,27,26.7591,26.9763,77.4858,48.1583,-230368,-271915,0.240898,0.058031846404,0.808074,,,,,,
8043,15.05,0.80813,27.01,26.7579,26.9752,77.4862,48.0945,-230362,-271907,0.252071,0.063539789041,0.80813,,,,,,
8044,15.1,0.808186,27,26.7605,26.9778,77.4867,48.1583,-230294,-271839,0.239473,0.057347317729,0.808186,,,,,,
8045,15.04,0.808242,27,26.7585,26.9758,77.4871,48.1583,-230410,-271953,0.241484,0.058314522256,0.808242,,,,,,
8046,15.2,0.808298,27.01,26.7657,26.983,77.4876,48.0945,-230302,-271844,0.244278,0.059671741284,0.808298,,,,,,
8047,15.1,0.808354,27.01,26.762,26.9794,77.488,48.0945,-230641,-272180,0.247961,0.061484657521,0.808354,,,,,,
8048,15.2,0.80841,27.01,26.7667,26.9841,77.4885,48.0945,-230451,-271991,0.243267,0.059178833289,0.80841,,,,,,
8049,15.09,0.808466,27,26.7626,26.98,77.489,48.1583,-230669,-272205,0.23737,0.0563445169,0.808466,,,,,,
8050,15.09,0.808522,27,26.7631,26.9805,77.4894,48.1583,-230459,-271996,0.236866,0.056105501956,0.808522,,,,,,
8051,15.2,0.808579,27.02,26.7682,26.9857,77.4899,48.0307,-230473,-272009,0.251754,0.063380076516,0.808579,,,,,,
8052,15.05,0.808634,27.01,26.7625,26.9799,77.4903,48.0945,-230710,-272244,0.247532,0.061272091024,0.808634,,,,,,
8053,15.15,0.808691,27.01,26.7672,26.9846,77.4908,48.0945,-230419,-271954,0.24284,0.0589712656,0.808691,,,,,,
8054,15.25,0.808747,27.01,26.7719,26.9893,77.4913,48.0945,-230636,-272168,0.238146,0.056713517316,0.808747,,,,,,
8055,15.3,0.808804,27.02,26.7745,26.992,77.4917,48.0307,-230854,-272383,0.24554,0.0602898916,0.808804,,,,,,
8056,15.14,0.80886,27.01,26.7683,26.9858,77.4922,48.0945,-230970,-272497,0.241735,0.058435810225,0.80886,,,,,,
8057,15.3,0.808917,27.01,26.7755,26.993,77.4926,48.0945,-230658,-272186,0.234525,0.055001975625,0.808917,,,,,,
8058,15.2,0.808973,27.01,26.7718,26.9893,77.4931,48.0945,-230997,-272522,0.238205,0.056741622025,0.808973,,,,,,
8059,15.24,0.80903,27.01,26.774,26.9915,77.4936,48.0945,-230808,-272333,0.236023,0.055706856529,0.80903,,,,,,
8060,15.14,0.809086,27.01,26.7703,26.9879,77.494,48.0945,-230903,-272427,0.239704,0.057458007616,0.809086,,,,,,
8061,15.2,0.809142,27.02,26.7733,26.9909,77.4945,48.0307,-230714,-272238,0.246685,0.060853489225,0.809142,,,,,,
8062,15.2,0.809198,27.02,26.7738,26.9915,77.4949,48.0307,-230850,-272372,0.246179,0.060604100041,0.809198,,,,,,
8063,15.2,0.809255,27.03,26.7743,26.992,77.4954,47.967,-230864,-272384,0.255672,0.065368171584,0.809255,,,,,,
8064,15.09,0.809311,27,26.7702,26.9879,77.4959,48.1583,-230877,-272397,0.229774,0.052796091076,0.809311,,,,,,
