N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
6529,0,49.36,49.4185,49.3882,49.332,0.78867,49.438,49.3419,0.0779768
6530,-0.01,49.36,49.415,49.3847,49.3321,0.78867,49.438,49.342,0.0779768
6531,0,49.38,49.4185,49.3882,49.3323,0.790925,49.4345,49.3394,0.0545093
6532,-0.01,49.36,49.415,49.3847,49.3323,0.78867,49.438,49.3423,0.077973
6533,-0.01,49.36,49.415,49.3847,49.3324,0.78867,49.4345,49.339,0.0745093
6534,-0.01,49.36,49.415,49.3847,49.3325,0.78867,49.4345,49.3391,0.0745055
6535,-0.01,49.37,49.415,49.3847,49.3327,0.789796,49.4345,49.3395,0.0645055
6536,0,49.37,49.4185,49.3881,49.3328,0.789796,49.4345,49.3397,0.0645017
6537,0,49.37,49.4185,49.3881,49.3329,0.789796,49.438,49.3431,0.0679692
6538,-0.01,49.36,49.415,49.3846,49.333,0.78867,49.438,49.3429,0.0779692
6539,-0.01,49.37,49.415,49.3846,49.3331,0.789796,49.4345,49.34,0.0645017
6540,-0.01,49.37,49.415,49.3846,49.3333,0.789796,49.4345,49.3401,0.0644978
6541,-0.01,49.36,49.415,49.3846,49.3334,0.78867,49.4345,49.3399,0.0744978
6542,-0.01,49.36,49.415,49.3846,49.3334,0.78867,49.4345,49.34,0.0744978
6543,0,49.4,49.4185,49.388,49.3337,0.793187,49.4345,49.3414,0.034494
6544,-0.01,49.37,49.415,49.3846,49.3338,0.789796,49.438,49.344,0.0679616
6545,-0.03,49.34,49.4081,49.3777,49.3338,0.786422,49.4345,49.3398,0.094494
6546,0,49.4,49.4185,49.388,49.3341,0.793187,49.4276,49.3351,0.0275589
6547,-0.01,49.37,49.415,49.3846,49.3342,0.789796,49.438,49.3444,0.067954
6548,-0.03,49.35,49.4081,49.3777,49.3343,0.787545,49.4345,49.3405,0.0844864
6549,0,49.4,49.4184,49.388,49.3346,0.793187,49.4276,49.3355,0.0275513
6550,-0.01,49.36,49.415,49.3845,49.3346,0.78867,49.4379,49.3445,0.0779463
6551,-0.01,49.37,49.415,49.3845,49.3348,0.789796,49.4345,49.3416,0.0644788
6552,0,49.4,49.4184,49.388,49.335,0.793187,49.4345,49.3427,0.0344788
6553,0,49.4,49.4184,49.388,49.3353,0.793187,49.4379,49.3463,0.0379425
6554,0,49.37,49.4184,49.388,49.3354,0.789796,49.4379,49.3455,0.0679425
6555,0,49.37,49.4184,49.388,49.3355,0.789796,49.4379,49.3456,0.0679425
6556,-0.01,49.37,49.415,49.3845,49.3356,0.789796,49.4379,49.3457,0.0679425
6557,-0.01,49.37,49.415,49.3845,49.3357,0.789796,49.4345,49.3425,0.0644749
6558,-0.01,49.37,49.415,49.3845,49.3358,0.789796,49.4345,49.3426,0.0644749
6559,0,49.38,49.4184,49.3879,49.336,0.790925,49.4345,49.3431,0.0544749
6560,0,49.4,49.4184,49.388,49.3362,0.793187,49.4379,49.3473,0.0379387
6561,-0.01,49.37,49.415,49.3845,49.3364,0.789796,49.4379,49.3465,0.0679387
6562,-0.01,49.35,49.415,49.3845,49.3364,0.787545,49.4345,49.3426,0.0844711
6563,0,49.4,49.4184,49.3879,49.3366,0.793187,49.4345,49.3443,0.0344711
6564,0,49.36,49.4184,49.3879,49.3367,0.78867,49.4379,49.3465,0.0779349
6565,0,49.37,49.4184,49.3879,49.3368,0.789796,49.4379,49.3469,0.0679349
6566,-0.01,49.37,49.415,49.3845,49.3369,0.789796,49.4379,49.347,0.0679349
6567,0,49.36,49.4184,49.3879,49.337,0.78867,49.4345,49.3434,0.0744673
6568,0,49.37,49.4184,49.3879,49.3371,0.789796,49.4379,49.3472,0.0679349
6569,0,49.37,49.4184,49.3879,49.3372,0.789796,49.4379,49.3473,0.0679349
6570,0,49.36,49.4184,49.3879,49.3372,0.78867,49.4379,49.3471,0.0779349
6571,-0.01,49.37,49.415,49.3844,49.3374,0.789796,49.4379,49.3475,0.0679349
6572,-0.01,49.36,49.415,49.3844,49.3374,0.78867,49.4345,49.3439,0.0744673
6573,0,49.37,49.4184,49.3878,49.3375,0.789796,49.4345,49.3443,0.0644635
6574,0,49.4,49.4184,49.3878,49.3378,0.793187,49.4379,49.3487,0.0379311
6575,-0.03,49.35,49.4081,49.3775,49.3378,0.787545,49.4379,49.3473,0.0879311
6576,-0.01,49.37,49.415,49.3844,49.3379,0.789796,49.4275,49.3379,0.0575284
6577,0,49.4,49.4184,49.3878,49.3382,0.793187,49.4345,49.3458,0.0344597
6578,-0.03,49.35,49.4081,49.3775,49.3382,0.787545,49.4379,49.3477,0.0879234
6579,-0.01,49.37,49.415,49.3843,49.3383,0.789796,49.4275,49.3383,0.0575246
6580,-0.01,49.37,49.415,49.3843,49.3384,0.789796,49.4345,49.3451,0.0644521
6581,0,49.36,49.4184,49.3878,49.3385,0.78867,49.4345,49.3449,0.0744521
6582,0,49.4,49.4184,49.3878,49.3387,0.793187,49.4379,49.3497,0.0379158
6583,0,49.36,49.4184,49.3878,49.3388,0.78867,49.4379,49.3485,0.0779158
6584,0,49.4,49.4184,49.3878,49.339,0.793187,49.4379,49.3499,0.0379158
6585,-0.01,49.36,49.415,49.3843,49.3391,0.78867,49.4379,49.3488,0.0779158
6586,0.01,49.4,49.4219,49.3912,49.3393,0.793187,49.4344,49.3469,0.0344482
6587,-0.01,49.37,49.415,49.3843,49.3394,0.789796,49.4414,49.3528,0.0713795
6588,0,49.4,49.4184,49.3878,49.3396,0.793187,49.4344,49.3472,0.0344482
6589,-0.01,49.37,49.415,49.3843,49.3397,0.789796,49.4379,49.3497,0.067912
6590,-0.01,49.37,49.415,49.3843,49.3398,0.789796,49.4344,49.3465,0.0644482
6591,0,49.4,49.4184,49.3878,49.34,0.793187,49.4344,49.3476,0.0344444
6592,0,49.37,49.4184,49.3877,49.3401,0.789796,49.4379,49.3502,0.067912
6593,-0.01,49.37,49.415,49.3843,49.3402,0.789796,49.4379,49.3502,0.067912
6594,0,49.4,49.4184,49.3877,49.3405,0.793187,49.4344,49.348,0.0344444
6595,-0.01,49.37,49.415,49.3843,49.3406,0.789796,49.4379,49.3506,0.0679082
6596,0,49.4,49.4184,49.3877,49.3408,0.793187,49.4344,49.3483,0.0344406
6597,-0.01,49.37,49.415,49.3843,49.3409,0.789796,49.4379,49.3509,0.0679082
6598,-0.01,49.37,49.415,49.3843,49.341,0.789796,49.4344,49.3476,0.0644406
6599,-0.01,49.37,49.415,49.3843,49.3411,0.789796,49.4344,49.3477,0.0644368
6600,0,49.38,49.4184,49.3877,49.3412,0.790925,49.4344,49.3481,0.0544368
6601,0,49.4,49.4184,49.3877,49.3414,0.793187,49.4379,49.3523,0.0379005
6602,-0.01,49.37,49.415,49.3843,49.3415,0.789796,49.4379,49.3515,0.0679005
6603,-0.01,49.37,49.415,49.3843,49.3416,0.789796,49.4344,49.3482,0.0644368
6604,0,49.38,49.4184,49.3877,49.3418,0.790925,49.4344,49.3487,0.054433
6605,-0.01,49.37,49.415,49.3842,49.3418,0.789796,49.4379,49.3518,0.0679005
6606,-0.01,49.37,49.415,49.3842,49.3419,0.789796,49.4344,49.3485,0.064433
6607,-0.01,49.37,49.415,49.3842,49.342,0.789796,49.4344,49.3486,0.0644292
6608,-0.01,49.37,49.415,49.3842,49.3421,0.789796,49.4344,49.3487,0.0644292
6609,0,49.37,49.4184,49.3877,49.3422,0.789796,49.4344,49.3488,0.0644292
6610,-0.01,49.37,49.4149,49.3842,49.3423,0.789796,49.4379,49.3523,0.0678929
6611,-0.01,49.37,49.4149,49.3842,49.3424,0.789796,49.4344,49.349,0.0644254
6612,-0.01,49.37,49.4149,49.3842,49.3425,0.789796,49.4344,49.3491,0.0644254
6613,0,49.4,49.4184,49.3876,49.3427,0.793187,49.4344,49.3502,0.0344215
6614,-0.01,49.37,49.4149,49.3842,49.3428,0.789796,49.4379,49.3527,0.0678891
6615,-0.01,49.37,49.4149,49.3842,49.3429,0.789796,49.4344,49.3495,0.0644215
6616,-0.03,49.35,49.408,49.3773,49.3429,0.787545,49.4344,49.3489,0.0844177
6617,-0.01,49.37,49.4149,49.3842,49.343,0.789796,49.4275,49.3429,0.0574826
6618,-0.01,49.37,49.4149,49.3841,49.3431,0.789796,49.4344,49.3497,0.0644139
6619,-0.01,49.37,49.4149,49.3841,49.3432,0.789796,49.4344,49.3498,0.0644101
6620,-0.01,49.37,49.4149,49.3841,49.3433,0.789796,49.4344,49.3498,0.0644101
6621,-0.01,49.37,49.4149,49.3841,49.3434,0.789796,49.4344,49.3499,0.0644063
6622,-0.01,49.37,49.4149,49.3841,49.3435,0.789796,49.4344,49.35,0.0644063
6623,-0.01,49.37,49.4149,49.3841,49.3435,0.789796,49.4344,49.3501,0.0644025
6624,0,49.4,49.4184,49.3876,49.3438,0.793187,49.4344,49.3512,0.0344025
6625,0,49.4,49.4184,49.3876,49.344,0.793187,49.4379,49.3548,0.0378662
6626,-0.01,49.37,49.4149,49.3841,49.344,0.789796,49.4379,49.3539,0.0678662
6627,-0.01,49.39,49.4149,49.3841,49.3442,0.792055,49.4344,49.3513,0.0444025
6628,-0.01,49.37,49.4149,49.3841,49.3443,0.789796,49.4344,49.3508,0.0643987
6629,-0.01,49.37,49.4149,49.3841,49.3444,0.789796,49.4344,49.3509,0.0643987
6630,0,49.37,49.4184,49.3875,49.3445,0.789796,49.4344,49.351,0.0643948
6631,0,49.4,49.4184,49.3875,49.3447,0.793187,49.4379,49.3554,0.0378624
6632,-0.01,49.39,49.4149,49.3841,49.3448,0.792055,49.4379,49.3553,0.0478624
6633,-0.01,49.37,49.4149,49.3841,49.3449,0.789796,49.4344,49.3514,0.0643948
6634,-0.01,49.37,49.4149,49.3841,49.345,0.789796,49.4344,49.3515,0.064391
6635,0,49.4,49.4184,49.3875,49.3452,0.793187,49.4344,49.3526,0.034391
6636,-0.01,49.37,49.4149,49.3841,49.3453,0.789796,49.4379,49.3551,0.0678548
6637,-0.01,49.37,49.4149,49.3841,49.3454,0.789796,49.4344,49.3519,0.064391
6638,-0.01,49.37,49.4149,49.3841,49.3454,0.789796,49.4344,49.3519,0.0643872
6639,0,49.4,49.4184,49.3875,49.3456,0.793187,49.4344,49.353,0.0343872
6640,-0.01,49.39,49.4149,49.3841,49.3458,0.792055,49.4379,49.3563,0.047851
6641,-0.01,49.37,49.4149,49.3841,49.3459,0.789796,49.4344,49.3524,0.0643834
6642,-0.01,49.37,49.4149,49.3841,49.346,0.789796,49.4344,49.3524,0.0643834
6643,-0.01,49.37,49.4149,49.384,49.346,0.789796,49.4344,49.3525,0.0643796
6644,-0.01,49.37,49.4149,49.384,49.3461,0.789796,49.4344,49.3526,0.0643796
6645,-0.01,49.37,49.4149,49.384,49.3462,0.789796,49.4344,49.3527,0.0643796
6646,-0.01,49.37,49.4149,49.384,49.3463,0.789796,49.4344,49.3527,0.0643758
6647,-0.01,49.37,49.4149,49.384,49.3463,0.789796,49.4344,49.3528,0.0643758
6648,-0.01,49.37,49.4149,49.384,49.3464,0.789796,49.4344,49.3529,0.064372
6649,-0.01,49.39,49.4149,49.384,49.3466,0.792055,49.4344,49.3536,0.0443719
6650,-0.01,49.39,49.4149,49.384,49.3467,0.792055,49.4344,49.3538,0.0443681
6651,0,49.4,49.4183,49.3875,49.3469,0.793187,49.4344,49.3543,0.0343681
6652,0,49.37,49.4183,49.3875,49.347,0.789796,49.4378,49.3568,0.0678319
6653,0,49.39,49.4183,49.3875,49.3472,0.792055,49.4378,49.3576,0.0478319
6654,-0.01,49.37,49.4149,49.384,49.3472,0.789796,49.4378,49.357,0.0678319
6655,0.01,49.4,49.4218,49.3909,49.3474,0.793187,49.4344,49.3548,0.0343681
6656,-0.01,49.37,49.4149,49.384,49.3475,0.789796,49.4413,49.3606,0.0712994
6657,0,49.4,49.4183,49.3875,49.3477,0.793187,49.4344,49.355,0.0343681
6658,-0.01,49.39,49.4149,49.384,49.3478,0.792055,49.4378,49.3582,0.0478319
6659,-0.01,49.37,49.4149,49.384,49.3479,0.789796,49.4344,49.3543,0.0643643
6660,-0.01,49.37,49.4149,49.384,49.3479,0.789796,49.4344,49.3544,0.0643643
6661,-0.01,49.37,49.4149,49.384,49.348,0.789796,49.4344,49.3545,0.0643605
6662,0,49.4,49.4183,49.3874,49.3482,0.793187,49.4344,49.3555,0.0343605
6663,-0.01,49.37,49.4149,49.384,49.3483,0.789796,49.4378,49.3581,0.0678243
6664,0,49.4,49.4183,49.3874,49.3485,0.793187,49.4344,49.3558,0.0343567
6665,0,49.37,49.4183,49.3874,49.3485,0.789796,49.4378,49.3583,0.0678243
6666,-0.01,49.37,49.4149,49.384,49.3486,0.789796,49.4378,49.3584,0.0678243
6667,-0.01,49.37,49.4149,49.384,49.3486,0.789796,49.4344,49.3551,0.0643567
6668,-0.01,49.37,49.4149,49.384,49.3487,0.789796,49.4344,49.3551,0.0643567
6669,-0.01,49.39,49.4149,49.384,49.3489,0.792055,49.4344,49.3559,0.0443529
6670,0,49.37,49.4183,49.3874,49.3489,0.789796,49.4344,49.3553,0.0643529
6671,-0.01,49.37,49.4149,49.3839,49.349,0.789796,49.4378,49.3587,0.0678166
6672,-0.01,49.37,49.4149,49.3839,49.349,0.789796,49.4343,49.3554,0.0643491
6673,-0.01,49.37,49.4149,49.3839,49.3491,0.789796,49.4343,49.3555,0.0643491
6674,-0.01,49.37,49.4149,49.3839,49.3492,0.789796,49.4343,49.3556,0.0643452
6675,-0.01,49.37,49.4149,49.3839,49.3492,0.789796,49.4343,49.3556,0.0643452
6676,-0.01,49.37,49.4149,49.3839,49.3493,0.789796,49.4343,49.3557,0.0643414
6677,-0.01,49.39,49.4149,49.3839,49.3494,0.792055,49.4343,49.3564,0.0443414
6678,0,49.37,49.4183,49.3873,49.3495,0.789796,49.4343,49.3559,0.0643414
6679,0,49.4,49.4183,49.3873,49.3497,0.793187,49.4378,49.3603,0.0378052
6680,-0.01,49.37,49.4149,49.3839,49.3497,0.789796,49.4378,49.3595,0.0678052
6681,-0.01,49.37,49.4149,49.3839,49.3498,0.789796,49.4343,49.3562,0.0643376
6682,-0.01,49.39,49.4149,49.3839,49.3499,0.792055,49.4343,49.3569,0.0443376
6683,-0.01,49.39,49.4149,49.3839,49.3501,0.792055,49.4343,49.3571,0.0443338
6684,-0.01,49.37,49.4149,49.3839,49.3502,0.789796,49.4343,49.3565,0.0643338
6685,-0.01,49.37,49.4149,49.3839,49.3502,0.789796,49.4343,49.3566,0.06433
6686,-0.01,49.39,49.4149,49.3839,49.3504,0.792055,49.4343,49.3573,0.04433
6687,-0.01,49.39,49.4149,49.3839,49.3505,0.792055,49.4343,49.3575,0.04433
6688,-0.01,49.39,49.4149,49.3839,49.3507,0.792055,49.4343,49.3576,0.0443262
6689,-0.01,49.39,49.4149,49.3839,49.3508,0.792055,49.4343,49.3577,0.0443262
6690,0,49.41,49.4183,49.3873,49.351,0.79432,49.4343,49.3586,0.0243224
6691,-0.01,49.39,49.4149,49.3839,49.3512,0.792055,49.4378,49.3615,0.0477899
6692,-0.01,49.39,49.4148,49.3839,49.3513,0.792055,49.4343,49.3582,0.0443224
6693,-0.01,49.39,49.4148,49.3839,49.3514,0.792055,49.4343,49.3584,0.0443185
6694,-0.01,49.37,49.4148,49.3839,49.3515,0.789796,49.4343,49.3578,0.0643185
6695,-0.01,49.37,49.4148,49.3839,49.3516,0.789796,49.4343,49.3579,0.0643185
6696,-0.01,49.39,49.4148,49.3839,49.3517,0.792055,49.4343,49.3586,0.0443147
6697,-0.03,49.35,49.4079,49.377,49.3517,0.787545,49.4343,49.3574,0.0843147
6698,-0.01,49.39,49.4148,49.3839,49.3518,0.792055,49.4274,49.352,0.0373796
6699,-0.03,49.35,49.4079,49.377,49.3518,0.787545,49.4343,49.3575,0.0843071
6700,-0.01,49.37,49.4148,49.3838,49.3519,0.789796,49.4274,49.3515,0.057372
6701,-0.01,49.39,49.4148,49.3838,49.352,0.792055,49.4343,49.3589,0.0442995
6702,-0.01,49.39,49.4148,49.3838,49.3521,0.792055,49.4343,49.3591,0.0442995
6703,0,49.37,49.4183,49.3873,49.3522,0.789796,49.4343,49.3585,0.0642957
6704,0,49.37,49.4183,49.3873,49.3522,0.789796,49.4378,49.3619,0.0677632
6705,0,49.37,49.4183,49.3873,49.3523,0.789796,49.4378,49.3619,0.0677632
6706,-0.01,49.37,49.4148,49.3838,49.3523,0.789796,49.4378,49.362,0.0677632
6707,-0.01,49.37,49.4148,49.3838,49.3524,0.789796,49.4343,49.3587,0.0642957
6708,0,49.41,49.4183,49.3873,49.3526,0.79432,49.4343,49.3601,0.0242957
6709,-0.01,49.39,49.4148,49.3838,49.3527,0.792055,49.4378,49.363,0.0477594
6710,-0.01,49.39,49.4148,49.3838,49.3528,0.792055,49.4343,49.3597,0.0442918
6711,-0.01,49.37,49.4148,49.3838,49.3529,0.789796,49.4343,49.3592,0.0642918
6712,0,49.4,49.4183,49.3873,49.3531,0.793187,49.4343,49.3602,0.034288
6713,-0.01,49.39,49.4148,49.3838,49.3532,0.792055,49.4378,49.3634,0.0477556
6714,-0.01,49.39,49.4148,49.3838,49.3533,0.792055,49.4343,49.3602,0.044288
6715,-0.01,49.39,49.4148,49.3838,49.3535,0.792055,49.4343,49.3603,0.0442842
6716,-0.01,49.39,49.4148,49.3838,49.3536,0.792055,49.4343,49.3605,0.0442842
6717,0,49.41,49.4183,49.3873,49.3538,0.79432,49.4343,49.3613,0.0242842
6718,0,49.4,49.4183,49.3873,49.354,0.793187,49.4377,49.3645,0.037748
6719,-0.03,49.37,49.4079,49.3769,49.354,0.789796,49.4377,49.3636,0.067748
6720,0,49.41,49.4183,49.3873,49.3542,0.79432,49.4273,49.355,0.0173491
6721,-0.01,49.39,49.4148,49.3838,49.3544,0.792055,49.4377,49.3646,0.0477441
6722,-0.01,49.39,49.4148,49.3838,49.3545,0.792055,49.4343,49.3613,0.0442766
6723,-0.01,49.39,49.4148,49.3838,49.3546,0.792055,49.4343,49.3615,0.0442728
6724,-0.01,49.37,49.4148,49.3838,49.3547,0.789796,49.4343,49.3609,0.0642728
6725,-0.01,49.39,49.4148,49.3838,49.3548,0.792055,49.4343,49.3616,0.044269
6726,-0.01,49.39,49.4148,49.3838,49.3549,0.792055,49.4343,49.3617,0.044269
6727,-0.01,49.39,49.4148,49.3838,49.355,0.792055,49.4343,49.3619,0.044269
6728,-0.01,49.37,49.4148,49.3838,49.3551,0.789796,49.4343,49.3613,0.0642651
6729,-0.01,49.37,49.4148,49.3838,49.3551,0.789796,49.4343,49.3613,0.0642651
6730,0.01,49.44,49.4217,49.3907,49.3555,0.79773,49.4343,49.3637,0.00573868
6731,-0.01,49.39,49.4148,49.3838,49.3555,0.792055,49.4412,49.3691,0.0511964
6732,-0.01,49.37,49.4148,49.3838,49.3556,0.789796,49.4343,49.3618,0.0642613
6733,-0.01,49.39,49.4148,49.3838,49.3557,0.792055,49.4343,49.3625,0.0442613
6734,-0.03,49.35,49.4079,49.3769,49.3557,0.787545,49.4343,49.3613,0.0842575
6735,-0.01,49.4,49.4148,49.3838,49.3558,0.793187,49.4273,49.3562,0.0273224
6736,-0.01,49.39,49.4148,49.3838,49.356,0.792055,49.4343,49.3628,0.0442537
6737,-0.01,49.39,49.4148,49.3838,49.3561,0.792055,49.4342,49.3629,0.0442499
6738,-0.01,49.39,49.4148,49.3838,49.3562,0.792055,49.4342,49.363,0.0442499
6739,-0.01,49.37,49.4148,49.3838,49.3562,0.789796,49.4342,49.3624,0.0642461
6740,-0.01,49.37,49.4148,49.3838,49.3563,0.789796,49.4342,49.3625,0.0642461
6741,-0.01,49.39,49.4148,49.3838,49.3564,0.792055,49.4342,49.3632,0.0442461
6742,0,49.4,49.4182,49.3873,49.3566,0.793187,49.4342,49.3636,0.0342423
6743,-0.01,49.39,49.4148,49.3838,49.3567,0.792055,49.4377,49.3668,0.047706
6744,-0.01,49.39,49.4148,49.3838,49.3568,0.792055,49.4342,49.3636,0.0442422
6745,-0.01,49.37,49.4148,49.3838,49.3568,0.789796,49.4342,49.363,0.0642384
6746,0,49.41,49.4182,49.3873,49.357,0.79432,49.4342,49.3644,0.0242384
6747,-0.01,49.37,49.4148,49.3838,49.357,0.789796,49.4377,49.3666,0.0677022
6748,-0.01,49.37,49.4148,49.3838,49.3571,0.789796,49.4342,49.3632,0.0642346
6749,-0.01,49.39,49.4148,49.3838,49.3572,0.792055,49.4342,49.3639,0.0442346
6750,-0.01,49.39,49.4148,49.3838,49.3573,0.792055,49.4342,49.3641,0.0442346
6751,-0.01,49.39,49.4148,49.3838,49.3574,0.792055,49.4342,49.3642,0.0442308
6752,-0.01,49.39,49.4148,49.3838,49.3575,0.792055,49.4342,49.3643,0.0442308
6753,-0.01,49.39,49.4148,49.3838,49.3576,0.792055,49.4342,49.3644,0.044227
6754,-0.01,49.37,49.4148,49.3838,49.3577,0.789796,49.4342,49.3638,0.064227
6755,-0.01,49.39,49.4148,49.3838,49.3578,0.792055,49.4342,49.3645,0.0442232
6756,0,49.41,49.4182,49.3873,49.358,0.79432,49.4342,49.3653,0.0242232
6757,-0.01,49.39,49.4148,49.3838,49.3581,0.792055,49.4377,49.3682,0.0476869
6758,-0.01,49.37,49.4148,49.3838,49.3581,0.789796,49.4342,49.3643,0.0642232
6759,-0.01,49.39,49.4148,49.3838,49.3582,0.792055,49.4342,49.365,0.0442194
6760,-0.01,49.39,49.4148,49.3838,49.3583,0.792055,49.4342,49.3651,0.0442194
6761,-0.01,49.39,49.4147,49.3838,49.3584,0.792055,49.4342,49.3652,0.0442155
6762,-0.01,49.37,49.4147,49.3838,49.3585,0.789796,49.4342,49.3646,0.0642155
6763,-0.01,49.39,49.4147,49.3838,49.3586,0.792055,49.4342,49.3653,0.0442117
6764,-0.01,49.39,49.4147,49.3838,49.3587,0.792055,49.4342,49.3654,0.0442117
6765,0,49.4,49.4182,49.3873,49.3588,0.793187,49.4342,49.3659,0.0342079
6766,-0.01,49.4,49.4147,49.3838,49.359,0.793187,49.4377,49.3694,0.0376755
6767,-0.01,49.39,49.4147,49.3838,49.3591,0.792055,49.4342,49.3658,0.0442079
6768,-0.01,49.39,49.4147,49.3838,49.3592,0.792055,49.4342,49.3659,0.0442079
6769,-0.01,49.39,49.4147,49.3838,49.3593,0.792055,49.4342,49.366,0.0442041
6770,-0.01,49.39,49.4147,49.3838,49.3594,0.792055,49.4342,49.3661,0.0442041
6771,-0.01,49.39,49.4147,49.3838,49.3595,0.792055,49.4342,49.3662,0.0442003
6772,0,49.41,49.4182,49.3873,49.3597,0.79432,49.4342,49.367,0.0242003
6773,-0.01,49.39,49.4147,49.3838,49.3598,0.792055,49.4377,49.3699,0.047664
6774,-0.01,49.4,49.4147,49.3838,49.3599,0.793187,49.4342,49.3669,0.0341965
6775,-0.01,49.39,49.4147,49.3838,49.36,0.792055,49.4342,49.3667,0.0441965
6776,-0.01,49.39,49.4147,49.3838,49.3602,0.792055,49.4342,49.3668,0.0441965
6777,-0.01,49.39,49.4147,49.3838,49.3603,0.792055,49.4342,49.3669,0.0441927
6778,-0.01,49.39,49.4147,49.3839,49.3604,0.792055,49.4342,49.367,0.0441927
6779,0,49.41,49.4182,49.3873,49.3605,0.79432,49.4342,49.3678,0.0241888
6780,-0.01,49.39,49.4147,49.3839,49.3606,0.792055,49.4377,49.3707,0.0476564
6781,-0.01,49.39,49.4147,49.3839,49.3607,0.792055,49.4342,49.3674,0.0441888
6782,0,49.41,49.4182,49.3873,49.3609,0.79432,49.4342,49.3682,0.0241888
6783,-0.01,49.39,49.4147,49.3839,49.361,0.792055,49.4377,49.371,0.0476526
6784,-0.01,49.4,49.4147,49.3839,49.3612,0.793187,49.4342,49.3681,0.034185
6785,-0.01,49.39,49.4147,49.3839,49.3613,0.792055,49.4342,49.3679,0.044185
6786,-0.01,49.4,49.4147,49.3839,49.3614,0.793187,49.4342,49.3683,0.0341812
6787,0,49.41,49.4182,49.3873,49.3616,0.79432,49.4342,49.3688,0.0241812
6788,0,49.39,49.4182,49.3873,49.3617,0.792055,49.4376,49.3717,0.047645
6789,0,49.43,49.4182,49.3874,49.3619,0.796592,49.4376,49.3731,0.00764496
6790,-0.01,49.39,49.4147,49.3839,49.362,0.792055,49.4376,49.372,0.047645
6791,-0.01,49.37,49.4147,49.3839,49.362,0.789796,49.4342,49.368,0.0641774
6792,-0.01,49.4,49.4147,49.3839,49.3621,0.793187,49.4342,49.3691,0.0341774
6793,-0.01,49.39,49.4147,49.3839,49.3622,0.792055,49.4342,49.3689,0.0441736
6794,-0.01,49.39,49.4147,49.3839,49.3623,0.792055,49.4342,49.369,0.0441736
6795,-0.01,49.39,49.4147,49.3839,49.3624,0.792055,49.4342,49.369,0.0441736
6796,-0.01,49.39,49.4147,49.3839,49.3625,0.792055,49.4342,49.3691,0.0441698
6797,-0.01,49.4,49.4147,49.3839,49.3627,0.793187,49.4342,49.3696,0.0341698
6798,-0.01,49.39,49.4147,49.3839,49.3628,0.792055,49.4342,49.3694,0.044166
6799,-0.01,49.4,49.4147,49.3839,49.3629,0.793187,49.4342,49.3698,0.034166
6800,0,49.39,49.4181,49.3874,49.363,0.792055,49.4342,49.3696,0.0441621
6801,-0.03,49.37,49.4078,49.377,49.363,0.789796,49.4376,49.3723,0.0676297
6802,-0.01,49.39,49.4147,49.3839,49.3631,0.792055,49.4272,49.363,0.037227
6803,-0.01,49.39,49.4147,49.3839,49.3632,0.792055,49.4342,49.3698,0.0441583
6804,-0.01,49.39,49.4147,49.3839,49.3633,0.792055,49.4342,49.3699,0.0441545
6805,0,49.41,49.4181,49.3874,49.3634,0.79432,49.4342,49.3706,0.0241545
6806,-0.01,49.42,49.4147,49.384,49.3636,0.795455,49.4376,49.3745,0.0176183
6807,-0.01,49.39,49.4147,49.384,49.3637,0.792055,49.4342,49.3703,0.0441507
6808,0,49.41,49.4181,49.3874,49.3639,0.79432,49.4342,49.3711,0.0241507
6809,-0.01,49.4,49.4147,49.384,49.364,0.793187,49.4376,49.3743,0.0376144
6810,-0.01,49.4,49.4147,49.384,49.3642,0.793187,49.4342,49.371,0.0341507
6811,0,49.41,49.4181,49.3874,49.3643,0.79432,49.4341,49.3715,0.0241469
6812,0,49.39,49.4181,49.3874,49.3644,0.792055,49.4376,49.3743,0.0476106
6813,0,49.41,49.4181,49.3874,49.3646,0.79432,49.4376,49.3751,0.0276106
6814,-0.03,49.37,49.4078,49.3771,49.3645,0.789796,49.4376,49.3739,0.0676106
6815,0,49.39,49.4181,49.3874,49.3647,0.792055,49.4272,49.3645,0.0372118
6816,0,49.41,49.4181,49.3874,49.3648,0.79432,49.4376,49.3753,0.0276068
6817,-0.01,49.39,49.4147,49.384,49.3649,0.792055,49.4376,49.3748,0.0476068
6818,-0.01,49.39,49.4147,49.384,49.365,0.792055,49.4341,49.3715,0.0441393
6819,-0.03,49.37,49.4078,49.3771,49.365,0.789796,49.4341,49.3709,0.0641393
6820,-0.01,49.42,49.4147,49.384,49.3652,0.795455,49.4272,49.3659,0.00720413
6821,0,49.41,49.4181,49.3875,49.3654,0.79432,49.4341,49.3725,0.0241316
6822,-0.01,49.39,49.4147,49.384,49.3654,0.792055,49.4376,49.3753,0.0475992
6823,-0.01,49.39,49.4147,49.384,49.3655,0.792055,49.4341,49.372,0.0441316
6824,-0.01,49.39,49.4147,49.384,49.3656,0.792055,49.4341,49.3721,0.0441278
6825,-0.01,49.39,49.4147,49.384,49.3657,0.792055,49.4341,49.3722,0.0441278
6826,-0.01,49.39,49.4147,49.384,49.3657,0.792055,49.4341,49.3723,0.0441278
6827,-0.01,49.39,49.4147,49.384,49.3658,0.792055,49.4341,49.3723,0.044124
